num,PNMOS,Wfin [nm],amp.,corr.x,corr.y,alpha,Ioff,IDSAT,IDLIN,IDLO,IDHI,VTSAT,VTLIN,SS,DIBL(mV),sigma(VTSAT)[mV]
,N,7,0.625,17.007,173.857,0.672,2.49E-12,4.15E-05,1.68E-05,7.28E-07,4.03E-05,0.34,0.347,61.941,10.7692,
,N,7,0.625,17.007,173.857,0.672,8.64E-13,3.48E-05,1.39E-05,3.75E-07,3.36E-05,0.362,0.37,60.915,12.3077,
,N,7,0.625,17.007,173.857,0.672,1.16E-12,3.57E-05,1.43E-05,4.48E-07,3.46E-05,0.356,0.364,61.134,12.3077,
,N,7,0.625,17.007,173.857,0.672,2.64E-12,4.07E-05,1.65E-05,7.32E-07,3.97E-05,0.34,0.347,62.07,10.7692,
,N,7,0.625,17.007,173.857,0.672,2.72E-12,4.33E-05,1.72E-05,7.75E-07,4.19E-05,0.338,0.346,61.961,12.3077,
,N,7,0.625,17.007,173.857,0.672,1.82E-12,4.1E-05,1.49E-05,5.91E-07,3.93E-05,0.347,0.353,61.69,9.2308,
,N,7,0.625,17.007,173.857,0.672,2.97E-12,4.33E-05,1.64E-05,8.25E-07,4.18E-05,0.336,0.344,61.967,12.3077,
,N,7,0.625,17.007,173.857,0.672,2.25E-12,4.15E-05,1.51E-05,7.24E-07,3.96E-05,0.34,0.349,61.56,13.8462,
,N,7,0.625,17.007,173.857,0.672,4.94E-12,4.45E-05,1.77E-05,1.08E-06,4.3E-05,0.326,0.338,62.714,18.4615,
,N,7,0.625,17.007,173.857,0.672,2.47E-12,4.31E-05,1.69E-05,7.33E-07,4.18E-05,0.34,0.348,61.924,12.3077,
,N,7,0.625,17.007,173.857,0.672,1.25E-12,3.87E-05,1.59E-05,4.65E-07,3.78E-05,0.355,0.361,61.365,9.2308,
,N,7,0.625,17.007,173.857,0.672,4.05E-12,4.29E-05,1.68E-05,9.37E-07,4.15E-05,0.331,0.34,62.504,13.8462,
,N,7,0.625,17.007,173.857,0.672,1.31E-12,3.97E-05,1.61E-05,4.98E-07,3.86E-05,0.352,0.362,61.344,15.3846,
,N,7,0.625,17.007,173.857,0.672,2.67E-12,4.23E-05,1.67E-05,7.54E-07,4.11E-05,0.339,0.346,61.976,10.7692,
,N,7,0.625,17.007,173.857,0.672,3.49E-12,4.08E-05,1.67E-05,8.77E-07,3.98E-05,0.334,0.344,62.371,15.3846,
,N,7,0.625,17.007,173.857,0.672,4.22E-12,4.18E-05,1.69E-05,9.65E-07,4.05E-05,0.33,0.34,62.485,15.3846,
,N,7,0.625,17.007,173.857,0.672,3.53E-12,4.22E-05,1.68E-05,9.23E-07,4.08E-05,0.332,0.342,62.054,15.3846,
,N,7,0.625,17.007,173.857,0.672,2.42E-12,4.28E-05,1.67E-05,7.28E-07,4.15E-05,0.34,0.349,61.842,13.8462,
,N,7,0.625,17.007,173.857,0.672,2E-12,4.17E-05,1.6E-05,6.38E-07,4.01E-05,0.344,0.351,61.636,10.7692,
,N,7,0.625,17.007,173.857,0.672,1.4E-12,3.88E-05,1.58E-05,4.88E-07,3.77E-05,0.353,0.36,61.555,10.7692,
,N,7,0.625,17.007,173.857,0.672,1.66E-12,4E-05,1.5E-05,5.96E-07,3.84E-05,0.347,0.356,61.343,13.8462,
,N,7,0.625,17.007,173.857,0.672,1.59E-12,3.96E-05,1.6E-05,5.65E-07,3.87E-05,0.348,0.355,61.401,10.7692,
,N,7,0.625,17.007,173.857,0.672,1.39E-12,3.91E-05,1.55E-05,4.73E-07,3.81E-05,0.354,0.36,61.57,9.2308,
,N,7,0.625,17.007,173.857,0.672,2.13E-12,4.02E-05,1.61E-05,6.42E-07,3.91E-05,0.344,0.351,61.753,10.7692,
,N,7,0.625,17.007,173.857,0.672,4.75E-13,3.33E-05,1.37E-05,2.15E-07,3.27E-05,0.378,0.382,60.939,6.1538,
,N,7,0.625,17.007,173.857,0.672,2.15E-12,4.03E-05,1.63E-05,6.49E-07,3.93E-05,0.344,0.35,61.879,9.2308,
,N,7,0.625,17.007,173.857,0.672,2.4E-12,4.26E-05,1.76E-05,7.65E-07,4.11E-05,0.339,0.35,61.639,16.9231,
,N,7,0.625,17.007,173.857,0.672,1.25E-12,3.92E-05,1.56E-05,4.68E-07,3.8E-05,0.355,0.362,61.352,10.7692,
,N,7,0.625,17.007,173.857,0.672,3.51E-12,4.32E-05,1.74E-05,9.16E-07,4.19E-05,0.332,0.343,62.201,16.9231,
,N,7,0.625,17.007,173.857,0.672,1.71E-12,3.9E-05,1.54E-05,5.71E-07,3.81E-05,0.348,0.355,61.529,10.7692,
,N,7,0.625,17.007,173.857,0.672,4.34E-12,4.26E-05,1.73E-05,1E-06,4.13E-05,0.329,0.34,62.514,16.9231,
,N,7,0.625,17.007,173.857,0.672,2.33E-12,4.28E-05,1.66E-05,7.34E-07,4.14E-05,0.34,0.35,61.732,15.3846,
,N,7,0.625,17.007,173.857,0.672,1.48E-12,3.82E-05,1.37E-05,5.48E-07,3.65E-05,0.349,0.358,61.246,13.8462,
,N,7,0.625,17.007,173.857,0.672,1.87E-12,4.1E-05,1.56E-05,6.18E-07,3.96E-05,0.345,0.353,61.597,12.3077,
,N,7,0.625,17.007,173.857,0.672,8.97E-13,3.83E-05,1.44E-05,3.68E-07,3.69E-05,0.362,0.369,61.009,10.7692,
,N,7,0.625,17.007,173.857,0.672,2.22E-12,4.21E-05,1.64E-05,7.01E-07,4.06E-05,0.341,0.35,61.623,13.8462,
,N,7,0.625,17.007,173.857,0.672,1.62E-12,3.84E-05,1.53E-05,5.75E-07,3.75E-05,0.348,0.356,61.421,12.3077,
,N,7,0.625,17.007,173.857,0.672,1.92E-12,4.16E-05,1.62E-05,6.32E-07,4.04E-05,0.345,0.354,61.64,13.8462,
,N,7,0.625,17.007,173.857,0.672,1.69E-12,3.91E-05,1.5E-05,5.83E-07,3.8E-05,0.347,0.355,61.441,12.3077,
,N,7,0.625,17.007,173.857,0.672,9.76E-13,3.47E-05,1.42E-05,4.07E-07,3.39E-05,0.359,0.366,60.901,10.7692,
,N,7,0.625,17.007,173.857,0.672,3.74E-12,4.27E-05,1.79E-05,8.87E-07,4.15E-05,0.333,0.343,62.479,15.3846,
,N,7,0.625,17.007,173.857,0.672,1.69E-12,3.83E-05,1.59E-05,5.97E-07,3.74E-05,0.347,0.356,61.413,13.8462,
,N,7,0.625,17.007,173.857,0.672,1.93E-12,4.23E-05,1.66E-05,6.37E-07,4.11E-05,0.345,0.352,61.64,10.7692,
,N,7,0.625,17.007,173.857,0.672,9.86E-13,3.91E-05,1.53E-05,3.9E-07,3.77E-05,0.36,0.37,61.359,15.3846,
,N,7,0.625,17.007,173.857,0.672,1.74E-12,4.09E-05,1.65E-05,5.94E-07,3.98E-05,0.347,0.353,61.549,9.2308,
,N,7,0.625,17.007,173.857,0.672,3.68E-12,4.27E-05,1.63E-05,9.12E-07,4.13E-05,0.332,0.341,62.322,13.8462,
,N,7,0.625,17.007,173.857,0.672,1.31E-12,3.82E-05,1.51E-05,4.57E-07,3.75E-05,0.355,0.36,61.523,7.6923,
,N,7,0.625,17.007,173.857,0.672,2.46E-12,4.41E-05,1.71E-05,7.21E-07,4.26E-05,0.341,0.348,61.853,10.7692,
177,N,7,0.557,80.919,80.57,1.342,1.85E-12,3.99E-05,1.68E-05,5.9E-07,3.91E-05,0.347,0.354,61.678,10.7692,8.087933744
,N,7,0.557,80.919,80.57,1.342,3.71E-12,4.43E-05,1.75E-05,9.31E-07,4.28E-05,0.332,0.341,62.359,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.81E-12,3.98E-05,1.64E-05,8.02E-07,3.88E-05,0.337,0.347,61.873,15.3846,
,N,7,0.557,80.919,80.57,1.342,1.09E-12,3.83E-05,1.46E-05,4.36E-07,3.73E-05,0.357,0.363,61.154,9.2308,
,N,7,0.557,80.919,80.57,1.342,2.34E-12,4.12E-05,1.61E-05,7.25E-07,4E-05,0.34,0.348,61.658,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.83E-12,3.98E-05,1.58E-05,6.09E-07,3.88E-05,0.346,0.353,61.588,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.39E-12,4.23E-05,1.7E-05,5.36E-07,4.09E-05,0.35,0.359,61.193,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.74E-12,3.95E-05,1.57E-05,5.68E-07,3.86E-05,0.348,0.354,61.62,9.2308,
,N,7,0.557,80.919,80.57,1.342,1.79E-12,4.09E-05,1.67E-05,5.92E-07,3.97E-05,0.347,0.354,61.527,10.7692,
,N,7,0.557,80.919,80.57,1.342,3.61E-12,4.35E-05,1.73E-05,9.04E-07,4.2E-05,0.333,0.341,62.327,12.3077,
,N,7,0.557,80.919,80.57,1.342,3.83E-12,4.24E-05,1.71E-05,9.36E-07,4.11E-05,0.331,0.342,62.347,16.9231,
,N,7,0.557,80.919,80.57,1.342,1.67E-12,4.06E-05,1.52E-05,5.87E-07,3.91E-05,0.347,0.355,61.386,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.91E-12,4.17E-05,1.7E-05,6.27E-07,4.06E-05,0.345,0.354,61.617,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.2E-12,3.22E-05,1.37E-05,4.32E-07,3.18E-05,0.357,0.363,61.335,9.2308,
,N,7,0.557,80.919,80.57,1.342,2.47E-12,4.32E-05,1.71E-05,7.29E-07,4.19E-05,0.34,0.348,61.922,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.94E-12,4.18E-05,1.66E-05,6.25E-07,4.06E-05,0.345,0.353,61.655,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.96E-12,4.08E-05,1.55E-05,6.1E-07,3.97E-05,0.346,0.351,61.738,7.6923,
,N,7,0.557,80.919,80.57,1.342,2.83E-12,4.33E-05,1.67E-05,8.21E-07,4.18E-05,0.336,0.346,61.839,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.11E-12,4.05E-05,1.59E-05,6.66E-07,3.94E-05,0.343,0.352,61.674,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.99E-12,4.19E-05,1.66E-05,6.24E-07,4.08E-05,0.345,0.352,61.727,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.85E-12,4.04E-05,1.63E-05,6.1E-07,3.93E-05,0.346,0.353,61.595,10.7692,
,N,7,0.557,80.919,80.57,1.342,3.82E-12,4.48E-05,1.81E-05,9.51E-07,4.33E-05,0.331,0.342,62.326,16.9231,
,N,7,0.557,80.919,80.57,1.342,2.31E-12,4.14E-05,1.59E-05,7.23E-07,4.03E-05,0.34,0.348,61.693,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.15E-12,4E-05,1.61E-05,6.84E-07,3.9E-05,0.342,0.35,61.609,12.3077,
,N,7,0.557,80.919,80.57,1.342,3.63E-12,4.4E-05,1.77E-05,9.01E-07,4.26E-05,0.333,0.343,62.461,15.3846,
,N,7,0.557,80.919,80.57,1.342,1.53E-12,3.73E-05,1.54E-05,5.47E-07,3.66E-05,0.349,0.357,61.369,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.19E-12,4.23E-05,1.61E-05,4.73E-07,4.08E-05,0.354,0.361,61.14,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.98E-12,4.08E-05,1.62E-05,8.14E-07,3.98E-05,0.336,0.345,62.036,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.67E-12,3.82E-05,1.54E-05,5.65E-07,3.73E-05,0.348,0.356,61.599,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.79E-12,4.17E-05,1.64E-05,6.12E-07,4.05E-05,0.346,0.353,61.522,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.8E-12,4.36E-05,1.75E-05,7.47E-07,4.22E-05,0.339,0.346,62.201,10.7692,
,N,7,0.557,80.919,80.57,1.342,3.38E-12,4.41E-05,1.67E-05,9.01E-07,4.25E-05,0.333,0.343,62.213,15.3846,
,N,7,0.557,80.919,80.57,1.342,1.93E-12,4.27E-05,1.63E-05,6.57E-07,4.11E-05,0.344,0.353,61.52,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.87E-12,4.08E-05,1.64E-05,6.22E-07,3.98E-05,0.345,0.353,61.562,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.3E-12,4.15E-05,1.68E-05,6.98E-07,4.06E-05,0.342,0.349,61.795,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.56E-12,3.42E-05,1.36E-05,5.48E-07,3.36E-05,0.349,0.357,61.355,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.17E-12,3.88E-05,1.52E-05,4.16E-07,3.76E-05,0.359,0.364,61.609,7.6923,
,N,7,0.557,80.919,80.57,1.342,2.27E-12,4.21E-05,1.68E-05,6.99E-07,4.09E-05,0.342,0.349,61.807,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.14E-12,4.08E-05,1.56E-05,6.58E-07,3.96E-05,0.343,0.351,61.896,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.09E-12,3.94E-05,1.55E-05,4.28E-07,3.81E-05,0.357,0.365,61.122,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.52E-12,4.3E-05,1.7E-05,5.67E-07,4.18E-05,0.348,0.357,61.28,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.28E-12,4.23E-05,1.62E-05,7.09E-07,4.09E-05,0.341,0.349,61.696,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.83E-12,4.26E-05,1.62E-05,6.18E-07,4.13E-05,0.346,0.352,61.561,9.2308,
,N,7,0.557,80.919,80.57,1.342,2.53E-12,4.16E-05,1.66E-05,7.6E-07,4.03E-05,0.339,0.348,61.743,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.1E-12,3.94E-05,1.61E-05,6.3E-07,3.84E-05,0.345,0.352,61.909,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.01E-12,3.67E-05,1.49E-05,3.8E-07,3.61E-05,0.361,0.365,61.299,6.1538,
,N,7,0.557,80.919,80.57,1.342,3.71E-12,4.42E-05,1.77E-05,9.34E-07,4.28E-05,0.332,0.341,62.267,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.53E-12,4.37E-05,1.74E-05,7.58E-07,4.24E-05,0.339,0.347,61.823,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.2E-12,4.11E-05,1.62E-05,6.86E-07,4E-05,0.342,0.349,61.649,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.53E-12,4.17E-05,1.66E-05,7.54E-07,4.06E-05,0.339,0.347,61.826,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.9E-12,4.01E-05,1.55E-05,6.29E-07,3.9E-05,0.345,0.353,61.48,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.79E-12,4.06E-05,1.67E-05,5.72E-07,3.97E-05,0.348,0.354,61.647,9.2308,
,N,7,0.557,80.919,80.57,1.342,1.96E-12,4.08E-05,1.56E-05,6.44E-07,3.96E-05,0.344,0.351,61.552,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.3E-12,3.65E-05,1.41E-05,4.61E-07,3.58E-05,0.355,0.361,61.361,9.2308,
,N,7,0.557,80.919,80.57,1.342,1.34E-12,4.09E-05,1.5E-05,5.09E-07,3.93E-05,0.352,0.359,61.16,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.37E-12,4.18E-05,1.68E-05,7.37E-07,4.07E-05,0.34,0.349,61.626,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.83E-12,3.97E-05,1.57E-05,6.17E-07,3.84E-05,0.346,0.353,61.446,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.6E-12,4.11E-05,1.54E-05,5.67E-07,3.96E-05,0.348,0.355,61.375,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.49E-12,4.18E-05,1.65E-05,7.54E-07,4.04E-05,0.339,0.348,61.775,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.54E-12,4.17E-05,1.64E-05,5.59E-07,4.05E-05,0.349,0.356,61.354,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.04E-12,4.07E-05,1.67E-05,6.86E-07,3.93E-05,0.342,0.353,61.482,16.9231,
,N,7,0.557,80.919,80.57,1.342,2.69E-12,4.37E-05,1.8E-05,7.84E-07,4.25E-05,0.338,0.346,61.889,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.67E-12,4.31E-05,1.74E-05,5.8E-07,4.18E-05,0.348,0.356,61.512,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.06E-12,4.06E-05,1.51E-05,6.58E-07,3.94E-05,0.344,0.351,61.663,10.7692,
,N,7,0.557,80.919,80.57,1.342,3.43E-12,4.23E-05,1.77E-05,8.44E-07,4.13E-05,0.335,0.344,62.423,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.27E-12,3.99E-05,1.61E-05,7.09E-07,3.87E-05,0.341,0.35,61.699,13.8462,
,N,7,0.557,80.919,80.57,1.342,3.33E-12,4.39E-05,1.71E-05,8.83E-07,4.25E-05,0.334,0.344,62.141,15.3846,
,N,7,0.557,80.919,80.57,1.342,1.31E-12,4.06E-05,1.58E-05,4.95E-07,3.94E-05,0.353,0.359,61.237,9.2308,
,N,7,0.557,80.919,80.57,1.342,2.53E-12,4.38E-05,1.73E-05,7.57E-07,4.24E-05,0.339,0.348,61.91,13.8462,
,N,7,0.557,80.919,80.57,1.342,3.02E-12,4.32E-05,1.69E-05,8.18E-07,4.19E-05,0.336,0.345,62.043,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.98E-12,4.34E-05,1.65E-05,6.67E-07,4.18E-05,0.343,0.351,61.493,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.22E-12,3.7E-05,1.47E-05,4.66E-07,3.61E-05,0.355,0.362,61.158,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.37E-12,4.16E-05,1.66E-05,7.28E-07,4.04E-05,0.34,0.348,61.76,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.34E-12,4.32E-05,1.69E-05,7.11E-07,4.2E-05,0.341,0.349,61.819,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.05E-12,3.62E-05,1.42E-05,4.02E-07,3.53E-05,0.36,0.367,61.318,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.16E-12,4.2E-05,1.6E-05,7.14E-07,4.07E-05,0.341,0.35,61.555,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.95E-12,4.19E-05,1.73E-05,8.07E-07,4.08E-05,0.337,0.345,62.104,12.3077,
,N,7,0.557,80.919,80.57,1.342,8.5E-13,3.78E-05,1.47E-05,3.55E-07,3.66E-05,0.363,0.37,61.045,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.39E-12,3.83E-05,1.61E-05,4.85E-07,3.74E-05,0.353,0.359,61.456,9.2308,
,N,7,0.557,80.919,80.57,1.342,8.22E-13,3.5E-05,1.48E-05,3.4E-07,3.41E-05,0.365,0.372,61.042,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.7E-12,3.91E-05,1.62E-05,5.65E-07,3.84E-05,0.348,0.355,61.574,10.7692,
,N,7,0.557,80.919,80.57,1.342,3.37E-12,4.34E-05,1.74E-05,8.75E-07,4.2E-05,0.334,0.344,62.226,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.69E-12,4.14E-05,1.58E-05,7.74E-07,4.01E-05,0.338,0.347,61.869,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.27E-12,3.86E-05,1.55E-05,6.84E-07,3.77E-05,0.342,0.349,61.805,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.12E-12,4.33E-05,1.64E-05,6.96E-07,4.17E-05,0.342,0.35,61.556,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.96E-12,4.02E-05,1.61E-05,8.1E-07,3.92E-05,0.336,0.345,62.001,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.32E-12,4.28E-05,1.63E-05,6.82E-07,4.15E-05,0.342,0.349,61.888,10.7692,
,N,7,0.557,80.919,80.57,1.342,3.38E-12,4.12E-05,1.72E-05,8.32E-07,4E-05,0.335,0.343,62.288,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.25E-12,3.92E-05,1.53E-05,4.65E-07,3.81E-05,0.355,0.36,61.339,7.6923,
,N,7,0.557,80.919,80.57,1.342,2.58E-12,4.3E-05,1.68E-05,7.74E-07,4.18E-05,0.338,0.347,61.832,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.07E-12,3.72E-05,1.46E-05,4.3E-07,3.62E-05,0.357,0.365,61.052,12.3077,
,N,7,0.557,80.919,80.57,1.342,3.1E-12,4.28E-05,1.72E-05,8.51E-07,4.16E-05,0.335,0.344,61.951,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.09E-12,4.01E-05,1.59E-05,6.8E-07,3.88E-05,0.342,0.352,61.507,15.3846,
,N,7,0.557,80.919,80.57,1.342,1.95E-12,4.23E-05,1.67E-05,6.55E-07,4.1E-05,0.344,0.351,61.61,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.11E-12,4E-05,1.57E-05,4.21E-07,3.92E-05,0.358,0.364,61.335,9.2308,
,N,7,0.557,80.919,80.57,1.342,3.19E-12,4.19E-05,1.64E-05,8.49E-07,4.07E-05,0.335,0.344,62.092,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.04E-12,4.16E-05,1.62E-05,6.81E-07,4.04E-05,0.342,0.351,61.505,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.17E-12,4.13E-05,1.66E-05,4.58E-07,4.02E-05,0.355,0.364,61.314,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.35E-12,4.15E-05,1.71E-05,6.91E-07,4.04E-05,0.342,0.349,61.916,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.66E-12,4.14E-05,1.67E-05,6E-07,4.03E-05,0.347,0.356,61.326,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.41E-12,3.95E-05,1.6E-05,5.01E-07,3.86E-05,0.352,0.359,61.47,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.58E-12,4.06E-05,1.45E-05,5.47E-07,3.87E-05,0.349,0.358,61.558,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.19E-12,3.76E-05,1.48E-05,4.55E-07,3.66E-05,0.355,0.362,61.221,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.78E-12,3.9E-05,1.53E-05,6.07E-07,3.79E-05,0.346,0.354,61.461,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.42E-12,4.27E-05,1.71E-05,7.53E-07,4.16E-05,0.339,0.348,61.7,13.8462,
,N,7,0.557,80.919,80.57,1.342,3.19E-12,4.32E-05,1.69E-05,8.89E-07,4.19E-05,0.333,0.345,62.021,18.4615,
,N,7,0.557,80.919,80.57,1.342,2.51E-12,4.36E-05,1.68E-05,7.65E-07,4.22E-05,0.339,0.348,61.797,13.8462,
,N,7,0.557,80.919,80.57,1.342,3.32E-12,4.29E-05,1.77E-05,8.76E-07,4.17E-05,0.334,0.344,62.232,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.71E-12,4.33E-05,1.66E-05,8.01E-07,4.2E-05,0.337,0.346,61.772,13.8462,
,N,7,0.557,80.919,80.57,1.342,4.11E-12,4.41E-05,1.78E-05,9.75E-07,4.28E-05,0.33,0.34,62.496,15.3846,
,N,7,0.557,80.919,80.57,1.342,1.51E-12,3.91E-05,1.51E-05,5.22E-07,3.8E-05,0.351,0.358,61.479,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.53E-12,4.27E-05,1.73E-05,7.14E-07,4.15E-05,0.341,0.348,62.049,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.06E-12,4.19E-05,1.71E-05,6.38E-07,4.08E-05,0.344,0.351,61.706,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.61E-12,4.13E-05,1.52E-05,5.6E-07,4E-05,0.349,0.355,61.463,9.2308,
,N,7,0.557,80.919,80.57,1.342,2.8E-12,4.31E-05,1.62E-05,8.35E-07,4.16E-05,0.336,0.345,61.714,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.58E-12,4.01E-05,1.64E-05,7.55E-07,3.91E-05,0.339,0.347,61.874,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.84E-12,4.25E-05,1.6E-05,8.31E-07,4.11E-05,0.336,0.345,61.806,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.63E-12,3.99E-05,1.58E-05,5.76E-07,3.9E-05,0.348,0.355,61.382,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.78E-12,4.08E-05,1.56E-05,6.1E-07,3.97E-05,0.346,0.354,61.454,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.42E-12,4.34E-05,1.72E-05,7.31E-07,4.2E-05,0.34,0.347,61.819,10.7692,
,N,7,0.557,80.919,80.57,1.342,8.81E-13,3.76E-05,1.45E-05,3.62E-07,3.62E-05,0.363,0.368,61.037,7.6923,
,N,7,0.557,80.919,80.57,1.342,3.91E-12,4.43E-05,1.7E-05,9.87E-07,4.27E-05,0.33,0.341,62.264,16.9231,
,N,7,0.557,80.919,80.57,1.342,2.25E-12,4.12E-05,1.61E-05,6.98E-07,4E-05,0.342,0.349,61.737,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.85E-12,4.3E-05,1.63E-05,6.2E-07,4.15E-05,0.345,0.353,61.516,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.64E-12,4.37E-05,1.68E-05,7.61E-07,4.23E-05,0.339,0.347,61.944,12.3077,
,N,7,0.557,80.919,80.57,1.342,3.35E-12,4.25E-05,1.71E-05,8.78E-07,4.13E-05,0.334,0.344,62.176,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.45E-12,4.33E-05,1.68E-05,7.38E-07,4.18E-05,0.34,0.348,61.814,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.3E-12,4.38E-05,1.76E-05,6.94E-07,4.25E-05,0.342,0.349,61.934,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.6E-12,4.25E-05,1.72E-05,7.3E-07,4.12E-05,0.34,0.347,62.041,10.7692,
,N,7,0.557,80.919,80.57,1.342,3.04E-12,4.16E-05,1.69E-05,8.24E-07,4.05E-05,0.336,0.345,62.043,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.18E-12,4.37E-05,1.73E-05,6.97E-07,4.24E-05,0.342,0.35,61.707,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.8E-12,4.32E-05,1.67E-05,8.31E-07,4.16E-05,0.336,0.346,61.814,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.12E-12,4.44E-05,1.73E-05,6.79E-07,4.29E-05,0.343,0.351,61.701,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.94E-12,4.21E-05,1.66E-05,6.25E-07,4.09E-05,0.345,0.352,61.622,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.65E-12,4.32E-05,1.73E-05,7.57E-07,4.19E-05,0.339,0.347,62.001,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.34E-12,4.18E-05,1.69E-05,7.2E-07,4.05E-05,0.341,0.348,61.698,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.24E-12,4.25E-05,1.61E-05,7.19E-07,4.09E-05,0.341,0.35,61.577,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.93E-12,4.32E-05,1.71E-05,8.22E-07,4.18E-05,0.336,0.346,62.035,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.14E-12,4.23E-05,1.68E-05,6.97E-07,4.12E-05,0.342,0.351,61.684,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.96E-12,4.17E-05,1.68E-05,8.18E-07,4.05E-05,0.336,0.345,62.027,13.8462,
