num,PNMOS,Wfin [nm],amp.,corr.x,corr.y,alpha,Ioff,IDSAT,IDLIN,IDLO,IDHI,VTSAT,VTLIN,SS,DIBL(mV),sigma(VTSAT)[mV]
,N,7,0.557,80.919,80.57,1.342,1.7E-12,4.22E-05,1.57E-05,5.91E-07,4.06E-05,0.347,0.356,61.434,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.22E-12,4.17E-05,1.66E-05,6.68E-07,4.06E-05,0.343,0.349,61.908,9.2308,
,N,7,0.557,80.919,80.57,1.342,2.27E-12,3.8E-05,1.5E-05,6.59E-07,3.72E-05,0.343,0.351,61.932,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.31E-12,4.21E-05,1.67E-05,7.3E-07,4.07E-05,0.34,0.349,61.712,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.4E-12,4.25E-05,1.65E-05,5.04E-07,4.12E-05,0.352,0.359,61.373,10.7692,
,N,7,0.557,80.919,80.57,1.342,3.04E-12,4.3E-05,1.71E-05,8.35E-07,4.18E-05,0.336,0.345,62.042,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.48E-12,4.34E-05,1.71E-05,7.55E-07,4.22E-05,0.339,0.347,61.811,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.74E-12,4.09E-05,1.67E-05,7.9E-07,3.99E-05,0.338,0.345,61.913,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.61E-12,4.13E-05,1.66E-05,5.46E-07,3.98E-05,0.349,0.356,61.595,10.7692,
,N,7,0.557,80.919,80.57,1.342,3.35E-12,4.34E-05,1.76E-05,8.94E-07,4.22E-05,0.333,0.343,62.144,15.3846,
,N,7,0.557,80.919,80.57,1.342,1.81E-12,4.08E-05,1.57E-05,6.13E-07,3.96E-05,0.346,0.354,61.49,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.6E-12,4.09E-05,1.61E-05,5.12E-07,3.97E-05,0.352,0.357,61.829,7.6923,
,N,7,0.557,80.919,80.57,1.342,1.69E-12,3.99E-05,1.59E-05,5.68E-07,3.9E-05,0.348,0.356,61.713,12.3077,
,N,7,0.557,80.919,80.57,1.342,3.13E-12,4.33E-05,1.71E-05,8.41E-07,4.19E-05,0.335,0.346,62.131,16.9231,
,N,7,0.557,80.919,80.57,1.342,2.36E-12,4.08E-05,1.68E-05,7.03E-07,3.98E-05,0.341,0.35,61.882,13.8462,
,N,7,0.557,80.919,80.57,1.342,3.18E-12,4.3E-05,1.73E-05,8.4E-07,4.18E-05,0.335,0.344,62.121,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.77E-12,3.92E-05,1.53E-05,5.84E-07,3.79E-05,0.347,0.356,61.631,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.19E-12,3.79E-05,1.49E-05,4.35E-07,3.7E-05,0.357,0.365,61.462,12.3077,
,N,7,0.557,80.919,80.57,1.342,9.45E-13,3.91E-05,1.53E-05,3.84E-07,3.8E-05,0.361,0.368,61.229,10.7692,
,N,7,0.557,80.919,80.57,1.342,9.86E-13,3.52E-05,1.46E-05,3.81E-07,3.47E-05,0.361,0.367,61.256,9.2308,
,N,7,0.557,80.919,80.57,1.342,6.74E-13,3.44E-05,1.39E-05,2.92E-07,3.35E-05,0.369,0.376,61.017,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.35E-12,4.04E-05,1.45E-05,5.16E-07,3.88E-05,0.351,0.359,61.238,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.77E-12,4.11E-05,1.69E-05,7.84E-07,4E-05,0.338,0.346,61.953,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.21E-12,4.31E-05,1.69E-05,7.03E-07,4.18E-05,0.341,0.35,61.728,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.28E-12,4.19E-05,1.63E-05,4.86E-07,4.07E-05,0.353,0.36,61.252,10.7692,
,N,7,0.557,80.919,80.57,1.342,3.09E-12,4.37E-05,1.71E-05,8.47E-07,4.23E-05,0.335,0.344,62.073,13.8462,
,N,7,0.557,80.919,80.57,1.342,3.07E-12,4.19E-05,1.67E-05,8.23E-07,4.07E-05,0.336,0.345,62.104,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.56E-12,4.19E-05,1.61E-05,7.38E-07,4.07E-05,0.34,0.348,61.96,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.41E-12,4.14E-05,1.6E-05,5.12E-07,4.03E-05,0.351,0.358,61.432,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.02E-12,3.92E-05,1.55E-05,4.14E-07,3.82E-05,0.358,0.366,61.171,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.41E-12,4.08E-05,1.63E-05,7.39E-07,3.98E-05,0.34,0.348,61.751,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.21E-12,4.06E-05,1.55E-05,4.67E-07,3.95E-05,0.355,0.361,61.187,9.2308,
,N,7,0.557,80.919,80.57,1.342,6.01E-12,4.07E-05,1.71E-05,1.12E-06,3.97E-05,0.324,0.336,63.091,18.4615,
,N,7,0.557,80.919,80.57,1.342,2.09E-12,4.17E-05,1.73E-05,6.57E-07,4.07E-05,0.344,0.35,61.675,9.2308,
,N,7,0.557,80.919,80.57,1.342,2.3E-12,3.96E-05,1.58E-05,6.98E-07,3.85E-05,0.342,0.349,61.746,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.76E-12,3.95E-05,1.58E-05,6.22E-07,3.85E-05,0.345,0.354,61.303,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.56E-12,3.99E-05,1.6E-05,7.25E-07,3.87E-05,0.34,0.349,62.034,13.8462,
,N,7,0.557,80.919,80.57,1.342,3.06E-12,4.21E-05,1.65E-05,8.56E-07,4.09E-05,0.335,0.344,61.958,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.25E-12,4.36E-05,1.67E-05,7.27E-07,4.21E-05,0.34,0.35,61.6,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.56E-12,4.23E-05,1.7E-05,7.6E-07,4.11E-05,0.339,0.346,61.781,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.36E-12,4.43E-05,1.75E-05,7.32E-07,4.29E-05,0.34,0.348,61.835,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.83E-12,4.19E-05,1.62E-05,6.19E-07,4.07E-05,0.345,0.353,61.463,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.04E-12,3.78E-05,1.51E-05,4.07E-07,3.7E-05,0.359,0.365,61.156,9.2308,
,N,7,0.557,80.919,80.57,1.342,1.32E-12,3.96E-05,1.51E-05,4.81E-07,3.85E-05,0.354,0.36,61.284,9.2308,
,N,7,0.557,80.919,80.57,1.342,2.69E-12,4.03E-05,1.58E-05,7.35E-07,3.92E-05,0.34,0.347,62.108,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.36E-12,4.29E-05,1.66E-05,7.32E-07,4.16E-05,0.34,0.349,61.71,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.83E-12,4.29E-05,1.67E-05,6.29E-07,4.13E-05,0.345,0.353,61.497,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.85E-12,4.27E-05,1.69E-05,7.88E-07,4.14E-05,0.337,0.347,61.992,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.57E-12,4.37E-05,1.69E-05,7.66E-07,4.23E-05,0.339,0.347,61.861,12.3077,
,N,7,0.557,80.919,80.57,1.342,7.25E-13,3.83E-05,1.42E-05,3.11E-07,3.66E-05,0.367,0.373,60.973,9.2308,
,N,7,0.557,80.919,80.57,1.342,3.74E-12,4.37E-05,1.77E-05,9.37E-07,4.23E-05,0.331,0.342,62.234,16.9231,
,N,7,0.557,80.919,80.57,1.342,2.73E-12,4.12E-05,1.64E-05,7.93E-07,4.02E-05,0.337,0.345,61.846,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.1E-12,4.05E-05,1.65E-05,6.42E-07,3.94E-05,0.344,0.351,61.753,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.16E-12,4.19E-05,1.56E-05,7.19E-07,4.04E-05,0.341,0.351,61.54,15.3846,
,N,7,0.557,80.919,80.57,1.342,3.68E-12,4.37E-05,1.76E-05,9.28E-07,4.24E-05,0.332,0.341,62.288,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.97E-12,4.33E-05,1.59E-05,8.33E-07,4.2E-05,0.336,0.346,62.026,15.3846,
,N,7,0.557,80.919,80.57,1.342,1.17E-12,3.96E-05,1.55E-05,4.53E-07,3.86E-05,0.356,0.363,61.222,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.19E-12,4.01E-05,1.47E-05,4.72E-07,3.85E-05,0.354,0.363,61.273,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.9E-12,4.51E-05,1.8E-05,8.17E-07,4.35E-05,0.336,0.347,62.061,16.9231,
,N,7,0.557,80.919,80.57,1.342,3.32E-12,4.05E-05,1.64E-05,8.5E-07,3.94E-05,0.335,0.344,62.163,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.6E-12,4.24E-05,1.6E-05,5.74E-07,4.09E-05,0.348,0.357,61.42,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.23E-12,4.08E-05,1.64E-05,6.7E-07,3.98E-05,0.343,0.349,61.87,9.2308,
,N,7,0.557,80.919,80.57,1.342,1.17E-12,3.9E-05,1.51E-05,4.49E-07,3.79E-05,0.356,0.363,61.337,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.78E-12,4.11E-05,1.57E-05,5.91E-07,3.97E-05,0.347,0.356,61.672,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.55E-12,4.21E-05,1.57E-05,5.64E-07,4.07E-05,0.348,0.355,61.357,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.63E-12,4.1E-05,1.65E-05,7.83E-07,3.98E-05,0.338,0.347,61.759,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.25E-12,4.1E-05,1.52E-05,4.89E-07,3.97E-05,0.353,0.361,61.203,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.14E-12,3.68E-05,1.38E-05,4.35E-07,3.58E-05,0.357,0.363,61.239,9.2308,
,N,7,0.557,80.919,80.57,1.342,2.76E-12,4.37E-05,1.71E-05,8.17E-07,4.24E-05,0.336,0.347,61.841,16.9231,
,N,7,0.557,80.919,80.57,1.342,3.03E-12,3.91E-05,1.59E-05,8.07E-07,3.8E-05,0.337,0.346,62.13,13.8462,
,N,7,0.557,80.919,80.57,1.342,4.24E-12,4.34E-05,1.71E-05,1.02E-06,4.2E-05,0.328,0.339,62.374,16.9231,
,N,7,0.557,80.919,80.57,1.342,4.87E-12,4.31E-05,1.69E-05,1.05E-06,4.17E-05,0.327,0.338,62.668,16.9231,
,N,7,0.557,80.919,80.57,1.342,1.18E-12,3.85E-05,1.49E-05,4.59E-07,3.76E-05,0.355,0.362,61.183,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.88E-12,4.29E-05,1.68E-05,8.19E-07,4.16E-05,0.336,0.345,61.964,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.47E-12,4.08E-05,1.6E-05,5.46E-07,3.96E-05,0.349,0.358,61.285,13.8462,
,N,7,0.557,80.919,80.57,1.342,3.71E-12,4.27E-05,1.7E-05,8.86E-07,4.14E-05,0.333,0.343,62.426,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.1E-12,4E-05,1.59E-05,6.52E-07,3.9E-05,0.344,0.351,61.708,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.26E-12,4.27E-05,1.67E-05,6.86E-07,4.11E-05,0.342,0.35,61.852,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.67E-12,4.22E-05,1.69E-05,7.57E-07,4.11E-05,0.339,0.347,61.918,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.44E-12,4.23E-05,1.72E-05,7.6E-07,4.12E-05,0.339,0.348,61.7,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.63E-12,4.3E-05,1.6E-05,5.88E-07,4.14E-05,0.347,0.356,61.419,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.96E-12,4.07E-05,1.69E-05,8.07E-07,3.97E-05,0.337,0.345,62.085,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.39E-12,4.32E-05,1.65E-05,7.26E-07,4.17E-05,0.34,0.348,61.779,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.44E-12,4.23E-05,1.7E-05,7.33E-07,4.1E-05,0.34,0.347,61.823,10.7692,
,N,7,0.557,80.919,80.57,1.342,3.24E-12,4.33E-05,1.65E-05,8.84E-07,4.2E-05,0.334,0.344,62.067,15.3846,
,N,7,0.557,80.919,80.57,1.342,9.94E-13,3.54E-05,1.4E-05,3.84E-07,3.47E-05,0.361,0.367,61.282,9.2308,
,N,7,0.557,80.919,80.57,1.342,1.62E-12,4.05E-05,1.64E-05,5.7E-07,3.95E-05,0.348,0.356,61.47,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.72E-12,4.43E-05,1.76E-05,7.97E-07,4.29E-05,0.337,0.347,61.915,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.14E-12,4.28E-05,1.64E-05,6.99E-07,4.16E-05,0.342,0.351,61.62,13.8462,
,N,7,0.557,80.919,80.57,1.342,3.73E-12,4.16E-05,1.69E-05,9.36E-07,4.05E-05,0.331,0.341,62.186,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.01E-12,3.95E-05,1.61E-05,6.03E-07,3.87E-05,0.346,0.353,61.949,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.3E-12,4.01E-05,1.57E-05,4.88E-07,3.87E-05,0.353,0.361,61.342,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.77E-12,3.93E-05,1.51E-05,5.69E-07,3.79E-05,0.348,0.357,61.726,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.33E-12,3.93E-05,1.48E-05,5.12E-07,3.77E-05,0.351,0.36,61.201,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.2E-12,4.11E-05,1.54E-05,4.7E-07,3.96E-05,0.354,0.362,61.172,12.3077,
,N,7,0.557,80.919,80.57,1.342,9.29E-13,3.44E-05,1.44E-05,3.86E-07,3.37E-05,0.361,0.368,60.995,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.83E-12,4.14E-05,1.58E-05,6.02E-07,4E-05,0.346,0.354,61.575,12.3077,
,N,7,0.557,80.919,80.57,1.342,3.47E-12,4.28E-05,1.71E-05,9.02E-07,4.16E-05,0.333,0.343,62.166,15.3846,
,N,7,0.557,80.919,80.57,1.342,1.69E-12,4.15E-05,1.71E-05,5.84E-07,4.04E-05,0.347,0.354,61.436,10.7692,
,N,7,0.557,80.919,80.57,1.342,4.35E-12,4.4E-05,1.8E-05,9.94E-07,4.26E-05,0.329,0.34,62.595,16.9231,
,N,7,0.557,80.919,80.57,1.342,1.14E-12,3.62E-05,1.52E-05,4.28E-07,3.56E-05,0.358,0.363,61.293,7.6923,
,N,7,0.557,80.919,80.57,1.342,2.05E-12,4.23E-05,1.62E-05,6.84E-07,4.1E-05,0.342,0.351,61.565,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.22E-12,4.21E-05,1.69E-05,6.95E-07,4.09E-05,0.342,0.35,61.724,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.62E-12,4.06E-05,1.52E-05,5.59E-07,3.95E-05,0.349,0.355,61.497,9.2308,
,N,7,0.557,80.919,80.57,1.342,1.33E-12,4.08E-05,1.5E-05,4.88E-07,3.94E-05,0.353,0.36,61.223,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.67E-12,4.24E-05,1.67E-05,7.89E-07,4.12E-05,0.338,0.347,61.87,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.34E-12,4.07E-05,1.55E-05,5.19E-07,3.91E-05,0.351,0.361,61.252,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.67E-12,4.1E-05,1.6E-05,7.81E-07,3.98E-05,0.338,0.347,61.872,13.8462,
,N,7,0.557,80.919,80.57,1.342,8.41E-13,3.61E-05,1.4E-05,3.5E-07,3.53E-05,0.364,0.37,60.994,9.2308,
,N,7,0.557,80.919,80.57,1.342,1.87E-12,4.17E-05,1.64E-05,6.24E-07,4.06E-05,0.345,0.353,61.573,12.3077,
,N,7,0.557,80.919,80.57,1.342,1.37E-12,3.82E-05,1.48E-05,5.02E-07,3.71E-05,0.352,0.359,61.341,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.79E-12,4.13E-05,1.63E-05,6.19E-07,4E-05,0.346,0.355,61.494,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.65E-12,4.07E-05,1.63E-05,5.62E-07,3.97E-05,0.348,0.355,61.527,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.93E-12,3.98E-05,1.58E-05,6.37E-07,3.89E-05,0.345,0.351,61.595,9.2308,
,N,7,0.557,80.919,80.57,1.342,1.03E-12,4.14E-05,1.64E-05,4.29E-07,4.02E-05,0.357,0.366,61.003,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.04E-12,4.29E-05,1.68E-05,6.48E-07,4.16E-05,0.344,0.352,61.743,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.85E-12,4.19E-05,1.61E-05,8.15E-07,4.06E-05,0.336,0.346,61.93,15.3846,
,N,7,0.557,80.919,80.57,1.342,3.73E-12,4.38E-05,1.81E-05,9.13E-07,4.25E-05,0.332,0.342,62.403,15.3846,
,N,7,0.557,80.919,80.57,1.342,3.34E-12,4.13E-05,1.69E-05,8.59E-07,4.02E-05,0.334,0.343,62.154,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.77E-12,4.31E-05,1.74E-05,7.9E-07,4.19E-05,0.338,0.346,61.98,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.47E-12,4.25E-05,1.67E-05,7.44E-07,4.11E-05,0.34,0.348,61.804,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.64E-12,4.19E-05,1.67E-05,7.57E-07,4.07E-05,0.339,0.347,61.908,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.11E-12,4.13E-05,1.6E-05,6.94E-07,4E-05,0.342,0.351,61.535,13.8462,
,N,7,0.557,80.919,80.57,1.342,3.05E-12,4.29E-05,1.66E-05,8.38E-07,4.15E-05,0.335,0.345,62.054,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.08E-12,3.42E-05,1.48E-05,6.34E-07,3.38E-05,0.345,0.351,61.701,9.2308,
,N,7,0.557,80.919,80.57,1.342,1.5E-12,3.83E-05,1.47E-05,5.46E-07,3.72E-05,0.349,0.358,61.369,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.01E-12,4.36E-05,1.7E-05,6.69E-07,4.23E-05,0.343,0.351,61.562,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.55E-12,4.27E-05,1.73E-05,7.55E-07,4.15E-05,0.339,0.348,61.888,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.84E-12,4.25E-05,1.64E-05,6.32E-07,4.11E-05,0.345,0.354,61.511,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.49E-12,3.88E-05,1.56E-05,5.34E-07,3.77E-05,0.35,0.359,61.366,13.8462,
,N,7,0.557,80.919,80.57,1.342,2.06E-12,4.2E-05,1.6E-05,6.65E-07,4.07E-05,0.343,0.352,61.618,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.15E-12,4.13E-05,1.65E-05,4.17E-07,4.02E-05,0.358,0.363,61.373,7.6923,
,N,7,0.557,80.919,80.57,1.342,2E-12,4.29E-05,1.71E-05,6.55E-07,4.17E-05,0.344,0.352,61.601,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.76E-12,4.2E-05,1.72E-05,7.89E-07,4.08E-05,0.338,0.347,61.965,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.81E-12,4.18E-05,1.65E-05,6.01E-07,4.05E-05,0.346,0.354,61.609,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.62E-12,4.22E-05,1.67E-05,7.98E-07,4.1E-05,0.337,0.348,61.77,16.9231,
,N,7,0.557,80.919,80.57,1.342,1.85E-12,4.24E-05,1.68E-05,6.13E-07,4.13E-05,0.346,0.352,61.574,9.2308,
,N,7,0.557,80.919,80.57,1.342,1.48E-12,3.96E-05,1.55E-05,5.5E-07,3.85E-05,0.349,0.358,61.263,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.18E-12,3.81E-05,1.42E-05,4.48E-07,3.64E-05,0.356,0.366,61.252,15.3846,
,N,7,0.557,80.919,80.57,1.342,3.56E-12,4.23E-05,1.75E-05,8.77E-07,4.12E-05,0.334,0.343,62.409,13.8462,
,N,7,0.557,80.919,80.57,1.342,1.38E-12,3.62E-05,1.45E-05,4.8E-07,3.53E-05,0.354,0.361,61.468,10.7692,
,N,7,0.557,80.919,80.57,1.342,1.62E-12,4.14E-05,1.62E-05,5.79E-07,4.01E-05,0.348,0.356,61.385,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.39E-12,4.05E-05,1.59E-05,7.25E-07,3.93E-05,0.34,0.349,61.783,13.8462,
,N,7,0.557,80.919,80.57,1.342,4.79E-12,4.37E-05,1.8E-05,1.04E-06,4.23E-05,0.327,0.339,62.73,18.4615,
,N,7,0.557,80.919,80.57,1.342,3.77E-12,4.31E-05,1.79E-05,9.23E-07,4.19E-05,0.332,0.342,62.338,15.3846,
,N,7,0.557,80.919,80.57,1.342,2.11E-12,4.03E-05,1.55E-05,6.4E-07,3.92E-05,0.344,0.351,61.831,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.5E-12,4.21E-05,1.65E-05,7.37E-07,4.09E-05,0.34,0.347,61.835,10.7692,
,N,7,0.557,80.919,80.57,1.342,2.49E-12,4.13E-05,1.64E-05,6.93E-07,4.02E-05,0.342,0.35,62.153,12.3077,
,N,7,0.557,80.919,80.57,1.342,2.58E-12,4.1E-05,1.62E-05,7.5E-07,3.97E-05,0.339,0.347,61.977,12.3077,
185,N,7,0.505,48.624,67.994,0.352,1.53E-12,3.85E-05,1.5E-05,5.42E-07,3.76E-05,0.35,0.356,61.336,9.2308,7.716279342
,N,7,0.505,48.624,67.994,0.352,1.28E-12,3.96E-05,1.46E-05,5.02E-07,3.81E-05,0.352,0.361,61.17,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.31E-12,4.27E-05,1.66E-05,7.35E-07,4.14E-05,0.34,0.348,61.569,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.03E-12,4.29E-05,1.7E-05,7.97E-07,4.16E-05,0.337,0.345,62.238,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.5E-12,4.38E-05,1.77E-05,8.97E-07,4.25E-05,0.333,0.343,62.312,15.3846,
,N,7,0.505,48.624,67.994,0.352,2.2E-12,4.03E-05,1.62E-05,6.88E-07,3.94E-05,0.342,0.349,61.641,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.03E-12,3.94E-05,1.53E-05,6.25E-07,3.83E-05,0.345,0.353,61.787,12.3077,
,N,7,0.505,48.624,67.994,0.352,4.31E-12,4.2E-05,1.7E-05,1.02E-06,4.08E-05,0.328,0.34,62.408,18.4615,
,N,7,0.505,48.624,67.994,0.352,2.38E-12,4.27E-05,1.65E-05,7.51E-07,4.14E-05,0.339,0.347,61.581,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.63E-12,4.17E-05,1.69E-05,7.53E-07,4.05E-05,0.339,0.348,61.926,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.77E-12,4.02E-05,1.55E-05,6.22E-07,3.91E-05,0.345,0.353,61.375,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.53E-12,4.23E-05,1.57E-05,5.73E-07,4.07E-05,0.348,0.356,61.253,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.25E-12,4.32E-05,1.8E-05,8.63E-07,4.2E-05,0.334,0.343,62.143,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.34E-12,4E-05,1.62E-05,6.96E-07,3.9E-05,0.342,0.348,61.845,9.2308,
,N,7,0.505,48.624,67.994,0.352,2.04E-12,4.18E-05,1.64E-05,6.48E-07,4.05E-05,0.344,0.351,61.657,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.89E-12,4.07E-05,1.6E-05,6.18E-07,3.97E-05,0.346,0.352,61.61,9.2308,
,N,7,0.505,48.624,67.994,0.352,1.73E-12,4.26E-05,1.64E-05,5.93E-07,4.12E-05,0.347,0.354,61.486,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.3E-12,4.2E-05,1.69E-05,7.16E-07,4.09E-05,0.341,0.349,61.674,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.46E-12,4.26E-05,1.62E-05,7.53E-07,4.13E-05,0.339,0.347,61.712,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.04E-12,4.18E-05,1.65E-05,6.64E-07,4.05E-05,0.343,0.352,61.601,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.39E-12,4.04E-05,1.61E-05,4.97E-07,3.94E-05,0.353,0.359,61.426,9.2308,
,N,7,0.505,48.624,67.994,0.352,2.19E-12,4.22E-05,1.61E-05,6.77E-07,4.07E-05,0.343,0.35,61.774,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.13E-12,3.77E-05,1.52E-05,4.4E-07,3.69E-05,0.357,0.363,61.184,9.2308,
,N,7,0.505,48.624,67.994,0.352,3.01E-12,4.3E-05,1.63E-05,8.46E-07,4.14E-05,0.335,0.344,61.936,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.2E-12,4.29E-05,1.64E-05,7.21E-07,4.15E-05,0.341,0.35,61.547,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.98E-12,4.32E-05,1.7E-05,8.37E-07,4.19E-05,0.336,0.345,61.96,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.6E-12,4.19E-05,1.66E-05,7.87E-07,4.08E-05,0.338,0.347,61.795,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.61E-12,4.25E-05,1.62E-05,5.88E-07,4.09E-05,0.347,0.356,61.28,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.01E-12,3.78E-05,1.53E-05,6.06E-07,3.68E-05,0.346,0.353,62.006,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.9E-12,4.08E-05,1.58E-05,6.41E-07,3.97E-05,0.344,0.353,61.503,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.95E-12,4.32E-05,1.62E-05,6.45E-07,4.15E-05,0.344,0.352,61.6,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.82E-12,4.41E-05,1.76E-05,8.41E-07,4.28E-05,0.336,0.346,61.787,15.3846,
,N,7,0.505,48.624,67.994,0.352,1.82E-12,4.2E-05,1.65E-05,6.23E-07,4.08E-05,0.345,0.353,61.457,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.77E-12,4.4E-05,1.76E-05,9.47E-07,4.25E-05,0.331,0.342,62.273,16.9231,
,N,7,0.505,48.624,67.994,0.352,2.36E-12,4.27E-05,1.68E-05,7.03E-07,4.14E-05,0.341,0.35,61.918,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.48E-12,4.38E-05,1.8E-05,7.58E-07,4.26E-05,0.339,0.348,61.805,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.62E-12,4.05E-05,1.63E-05,7.47E-07,3.95E-05,0.339,0.347,61.919,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.07E-12,4.35E-05,1.72E-05,8.41E-07,4.22E-05,0.335,0.344,62.15,13.8462,
