num,PNMOS,Wfin [nm],amp.,corr.x,corr.y,alpha,Ioff,IDSAT,IDLIN,IDLO,IDHI,VTSAT,VTLIN,SS,DIBL(mV),sigma(VTSAT)[mV]
,,,,,,,2.363E-12,2.552E-05,7.27E-06,6.154E-07,2.385E-05,-0.345,-0.36,-61.94,-23.0769,
,,,,,,,1.027E-12,2.317E-05,7.374E-06,3.432E-07,2.203E-05,-0.366,-0.375,-61.537,-13.8462,
,,,,,,,3.648E-12,2.484E-05,7.423E-06,7.283E-07,2.335E-05,-0.339,-0.351,-62.564,-18.4615,
,,,,,,,2.747E-12,2.455E-05,7.157E-06,6.427E-07,2.306E-05,-0.344,-0.356,-62.171,-18.4615,
,,,,,,,2.901E-12,2.65E-05,7.671E-06,6.969E-07,2.454E-05,-0.341,-0.353,-62.163,-18.4615,
,,,,,,,4.516E-12,2.511E-05,7.186E-06,8.474E-07,2.363E-05,-0.333,-0.345,-62.598,-18.4615,
,,,,,,,1.466E-12,2.263E-05,7.101E-06,4.116E-07,2.136E-05,-0.36,-0.371,-61.996,-16.9231,
,,,,,,,3.24E-12,2.404E-05,7.131E-06,6.584E-07,2.282E-05,-0.343,-0.353,-62.574,-15.3846,
,,,,,,,2.923E-12,2.509E-05,7.035E-06,7.013E-07,2.333E-05,-0.341,-0.353,-61.934,-18.4615,
,,,,,,,2.382E-12,2.423E-05,7.23E-06,6.255E-07,2.275E-05,-0.345,-0.358,-61.769,-20,
,,,,,,,1.572E-12,2.37E-05,7.103E-06,4.655E-07,2.235E-05,-0.355,-0.368,-61.639,-20,
,,,,,,,1.761E-12,2.05E-05,6.399E-06,4.999E-07,1.958E-05,-0.353,-0.365,-61.724,-18.4615,
,,,,,,,3.312E-12,2.375E-05,7.08E-06,7.249E-07,2.249E-05,-0.339,-0.351,-62.129,-18.4615,
,,,,,,,1.858E-12,2.273E-05,6.858E-06,5.042E-07,2.166E-05,-0.352,-0.364,-61.842,-18.4615,
,,,,,,,3.848E-12,2.524E-05,7.405E-06,8.118E-07,2.366E-05,-0.335,-0.35,-62.278,-23.0769,
,,,,,,,1.738E-12,2.21E-05,6.777E-06,4.694E-07,2.104E-05,-0.355,-0.367,-61.815,-18.4615,
,,,,,,,1.023E-12,2.177E-05,6.135E-06,3.64E-07,2.058E-05,-0.364,-0.375,-61.165,-16.9231,
,,,,,,,1.357E-12,2.455E-05,7.123E-06,4.213E-07,2.287E-05,-0.359,-0.372,-61.61,-20,
,,,,,,,2.98E-12,2.612E-05,7.534E-06,7.011E-07,2.44E-05,-0.341,-0.353,-62.094,-18.4615,
,,,,,,,2.684E-12,2.473E-05,7.339E-06,6.406E-07,2.32E-05,-0.344,-0.357,-62.098,-20,
,,,,,,,3.263E-12,2.473E-05,7.465E-06,7.001E-07,2.334E-05,-0.341,-0.353,-62.385,-18.4615,
,,,,,,,1.623E-12,2.513E-05,7.229E-06,4.724E-07,2.349E-05,-0.355,-0.367,-61.803,-18.4615,
,,,,,,,1.683E-12,2.558E-05,7.368E-06,4.96E-07,2.388E-05,-0.353,-0.365,-61.677,-18.4615,
,,,,,,,1.968E-12,2.491E-05,7.327E-06,5.512E-07,2.33E-05,-0.349,-0.362,-61.784,-20,
,,,,,,,1.803E-12,2.307E-05,6.689E-06,5.088E-07,2.176E-05,-0.352,-0.364,-61.649,-18.4615,
,,,,,,,2.782E-12,2.638E-05,7.752E-06,6.901E-07,2.463E-05,-0.341,-0.355,-61.913,-21.5385,
,,,,,,,2.625E-12,2.649E-05,7.72E-06,6.366E-07,2.499E-05,-0.344,-0.355,-62.208,-16.9231,
,,,,,,,1.202E-12,2.34E-05,7.17E-06,3.674E-07,2.22E-05,-0.364,-0.373,-61.833,-13.8462,
,,,,,,,2.153E-12,2.54E-05,7.427E-06,5.824E-07,2.395E-05,-0.347,-0.36,-61.75,-20,
,,,,,,,1.967E-12,2.52E-05,7.967E-06,5.182E-07,2.399E-05,-0.351,-0.363,-62.176,-18.4615,
,,,,,,,2.551E-12,2.476E-05,7.441E-06,6.143E-07,2.331E-05,-0.345,-0.357,-62.129,-18.4615,
,,,,,,,5.607E-12,2.7E-05,7.655E-06,9.64E-07,2.51E-05,-0.328,-0.342,-62.794,-21.5385,
,,,,,,,3.014E-12,2.511E-05,7.456E-06,6.695E-07,2.372E-05,-0.342,-0.354,-62.333,-18.4615,
,,,,,,,3.931E-12,2.656E-05,7.155E-06,8.303E-07,2.424E-05,-0.334,-0.349,-62.29,-23.0769,
,,,,,,,1.092E-12,1.961E-05,6.112E-06,3.488E-07,1.874E-05,-0.366,-0.376,-61.529,-15.3846,
,,,,,,,1.815E-12,2.042E-05,6.501E-06,4.685E-07,1.968E-05,-0.355,-0.365,-62.006,-15.3846,
,,,,,,,2.569E-12,2.504E-05,7.611E-06,5.948E-07,2.381E-05,-0.346,-0.357,-62.223,-16.9231,
,,,,,,,3.679E-12,2.611E-05,8.026E-06,7.671E-07,2.473E-05,-0.337,-0.35,-62.476,-20,
,,,,,,,8.824E-12,2.766E-05,8.385E-06,1.152E-06,2.591E-05,-0.32,-0.337,-63.709,-26.1538,
,,,,,,,4.721E-12,2.665E-05,7.94E-06,8.709E-07,2.502E-05,-0.332,-0.345,-62.773,-20,
,,,,,,,3.903E-12,2.777E-05,8.3E-06,8.116E-07,2.606E-05,-0.335,-0.348,-62.461,-20,
,,,,,,,8.716E-13,2.04E-05,5.84E-06,3.033E-07,1.936E-05,-0.371,-0.381,-61.356,-15.3846,
,,,,,,,4.926E-12,2.6E-05,6.975E-06,8.942E-07,2.407E-05,-0.331,-0.344,-62.692,-20,
39,N,7,0.468,36.559,100.172,1.944,1.844E-12,4.08E-05,1.631E-05,6.154E-07,3.937E-05,0.346,0.353,61.603,10.7692,6.805430005
,,,,,,,1.972E-12,3.996E-05,1.529E-05,6.725E-07,3.875E-05,0.343,0.351,61.394,12.3077,
,,,,,,,1.92E-12,4.11E-05,1.652E-05,6.494E-07,4.007E-05,0.344,0.352,61.445,12.3077,
,,,,,,,4.061E-12,4.299E-05,1.733E-05,9.889E-07,4.166E-05,0.33,0.34,62.393,15.3846,
,,,,,,,1.931E-12,4.228E-05,1.59E-05,6.464E-07,4.073E-05,0.344,0.353,61.57,13.8462,
,,,,,,,2.197E-12,4.442E-05,1.718E-05,7.034E-07,4.278E-05,0.341,0.349,61.663,12.3077,
,,,,,,,1.215E-12,3.683E-05,1.48E-05,4.205E-07,3.604E-05,0.358,0.363,61.53,7.6923,
,,,,,,,1.904E-12,4.279E-05,1.669E-05,6.234E-07,4.155E-05,0.345,0.352,61.637,10.7692,
,,,,,,,2.415E-12,4.338E-05,1.692E-05,7.486E-07,4.209E-05,0.339,0.348,61.752,13.8462,
,,,,,,,3.106E-12,4.291E-05,1.689E-05,8.619E-07,4.157E-05,0.335,0.344,61.99,13.8462,
,,,,,,,3.081E-12,4.31E-05,1.708E-05,8.518E-07,4.18E-05,0.335,0.344,62.019,13.8462,
,,,,,,,2.156E-12,4.263E-05,1.685E-05,6.991E-07,4.119E-05,0.342,0.35,61.58,12.3077,
,,,,,,,1.694E-12,3.941E-05,1.535E-05,5.714E-07,3.844E-05,0.348,0.354,61.516,9.2308,
,,,,,,,1.608E-12,4.145E-05,1.616E-05,5.622E-07,4.019E-05,0.348,0.355,61.443,10.7692,
,,,,,,,1.72E-12,3.677E-05,1.502E-05,5.888E-07,3.601E-05,0.347,0.355,61.392,12.3077,
,,,,,,,2.943E-12,4.459E-05,1.793E-05,8.075E-07,4.316E-05,0.337,0.345,62.106,12.3077,
,,,,,,,1.495E-12,4.225E-05,1.669E-05,5.47E-07,4.099E-05,0.349,0.357,61.393,12.3077,
,,,,,,,1.413E-12,3.848E-05,1.548E-05,5.074E-07,3.764E-05,0.352,0.358,61.313,9.2308,
,,,,,,,9.824E-13,3.92E-05,1.526E-05,4.056E-07,3.817E-05,0.359,0.366,61.065,10.7692,
,,,,,,,2.471E-12,4.098E-05,1.599E-05,7.281E-07,3.987E-05,0.34,0.348,61.839,12.3077,
,,,,,,,2.729E-12,4.319E-05,1.711E-05,7.909E-07,4.196E-05,0.337,0.346,61.931,13.8462,
,,,,,,,1.537E-12,4.052E-05,1.597E-05,5.448E-07,3.93E-05,0.349,0.357,61.428,12.3077,
,,,,,,,2.48E-12,4.046E-05,1.611E-05,7.246E-07,3.931E-05,0.34,0.349,61.825,13.8462,
,,,,,,,1.992E-12,4.175E-05,1.653E-05,6.606E-07,4.06E-05,0.343,0.351,61.509,12.3077,
,,,,,,,4.171E-12,4.308E-05,1.773E-05,9.763E-07,4.179E-05,0.33,0.34,62.522,15.3846,
,,,,,,,2.255E-12,4.147E-05,1.636E-05,6.997E-07,4.039E-05,0.342,0.349,61.676,10.7692,
,,,,,,,1.352E-12,4.046E-05,1.618E-05,4.862E-07,3.941E-05,0.353,0.36,61.444,10.7692,
,,,,,,,2.821E-12,4.098E-05,1.611E-05,8.001E-07,3.986E-05,0.337,0.346,61.911,13.8462,
,,,,,,,1.408E-12,4.035E-05,1.545E-05,5.26E-07,3.889E-05,0.351,0.359,61.226,12.3077,
,,,,,,,2.458E-12,4.367E-05,1.702E-05,7.354E-07,4.235E-05,0.34,0.348,61.805,12.3077,
,,,,,,,2.058E-12,4.245E-05,1.688E-05,6.691E-07,4.121E-05,0.343,0.35,61.614,10.7692,
,,,,,,,2.992E-12,4.324E-05,1.708E-05,8.329E-07,4.183E-05,0.336,0.345,62.043,13.8462,
,,,,,,,3.17E-12,4.307E-05,1.678E-05,8.512E-07,4.174E-05,0.335,0.344,62.134,13.8462,
,,,,,,,1.55E-12,4.2E-05,1.623E-05,5.732E-07,4.082E-05,0.348,0.357,61.372,13.8462,
,,,,,,,1.394E-12,4.185E-05,1.465E-05,5.326E-07,3.949E-05,0.35,0.358,61.185,12.3077,
,,,,,,,3.191E-12,4.357E-05,1.719E-05,8.626E-07,4.202E-05,0.334,0.343,62.11,13.8462,
,,,,,,,2.817E-12,4.237E-05,1.646E-05,7.752E-07,4.11E-05,0.338,0.346,62.048,12.3077,
,,,,,,,2.014E-12,4.048E-05,1.645E-05,6.376E-07,3.95E-05,0.345,0.352,61.668,10.7692,
,,,,,,,2.211E-12,4.366E-05,1.742E-05,6.904E-07,4.233E-05,0.342,0.35,61.745,12.3077,
,,,,,,,1.964E-12,4.153E-05,1.67E-05,6.388E-07,4.053E-05,0.344,0.352,61.588,12.3077,
,,,,,,,2.168E-12,4.345E-05,1.643E-05,7.029E-07,4.207E-05,0.341,0.35,61.697,13.8462,
,,,,,,,1.736E-12,4.246E-05,1.631E-05,6.149E-07,4.104E-05,0.346,0.354,61.443,12.3077,
,,,,,,,1.961E-12,4.302E-05,1.673E-05,6.358E-07,4.171E-05,0.345,0.352,61.713,10.7692,
,,,,,,,1.585E-12,4.289E-05,1.615E-05,5.585E-07,4.149E-05,0.349,0.355,61.447,9.2308,
,,,,,,,1.6E-12,4.128E-05,1.612E-05,5.557E-07,4.017E-05,0.349,0.357,61.544,12.3077,
,,,,,,,1.805E-12,4.19E-05,1.698E-05,5.963E-07,4.088E-05,0.347,0.354,61.601,10.7692,
,,,,,,,5.526E-12,4.592E-05,1.845E-05,1.105E-06,4.413E-05,0.325,0.337,62.982,18.4615,
,,,,,,,2.411E-12,4.386E-05,1.749E-05,7.53E-07,4.24E-05,0.339,0.348,61.667,13.8462,
,,,,,,,2.269E-12,4.097E-05,1.593E-05,6.723E-07,3.965E-05,0.343,0.349,61.857,9.2308,
,,,,,,,2.613E-12,4.334E-05,1.682E-05,7.897E-07,4.193E-05,0.338,0.347,61.8,13.8462,
40,P,7,0.581,11.915,29.253,0.895,2.879E-12,2.558E-05,7.449E-06,6.667E-07,2.38E-05,-0.342,-0.356,-62.191,-21.5385,10.96541874
,,,,,,,1.638E-12,2.477E-05,7.276E-06,4.592E-07,2.351E-05,-0.356,-0.367,-61.924,-16.9231,
,,,,,,,4.232E-12,2.485E-05,6.908E-06,8.284E-07,2.318E-05,-0.334,-0.349,-62.424,-23.0769,
,,,,,,,1.626E-12,2.389E-05,7.563E-06,4.379E-07,2.283E-05,-0.358,-0.367,-62.184,-13.8462,
,,,,,,,1.885E-12,2.474E-05,7.108E-06,5.399E-07,2.311E-05,-0.35,-0.364,-61.705,-21.5385,
,,,,,,,8.413E-13,1.957E-05,5.982E-06,3.006E-07,1.83E-05,-0.371,-0.383,-61.35,-18.4615,
,,,,,,,3.678E-12,2.377E-05,7.191E-06,7.023E-07,2.25E-05,-0.34,-0.352,-62.56,-18.4615,
,,,,,,,3.904E-12,2.602E-05,7.848E-06,7.983E-07,2.435E-05,-0.336,-0.349,-62.383,-20,
,,,,,,,1.216E-12,2.417E-05,7.266E-06,3.937E-07,2.278E-05,-0.361,-0.373,-61.565,-18.4615,
,,,,,,,1.49E-12,2.133E-05,6.738E-06,4.075E-07,2.051E-05,-0.36,-0.37,-61.895,-15.3846,
,,,,,,,1.217E-12,2.173E-05,6.878E-06,3.903E-07,2.073E-05,-0.362,-0.373,-61.537,-16.9231,
,,,,,,,1.901E-12,2.459E-05,7.438E-06,5.174E-07,2.318E-05,-0.351,-0.364,-61.868,-20,
,,,,,,,7.312E-12,2.681E-05,8.045E-06,1.033E-06,2.512E-05,-0.325,-0.34,-63.491,-23.0769,
,,,,,,,4.6E-12,2.603E-05,7.847E-06,8.63E-07,2.435E-05,-0.333,-0.348,-62.666,-23.0769,
,,,,,,,1.733E-12,2.354E-05,7.065E-06,4.98E-07,2.222E-05,-0.353,-0.365,-61.653,-18.4615,
,,,,,,,1.824E-12,2.5E-05,6.831E-06,5.097E-07,2.313E-05,-0.352,-0.365,-61.891,-20,
,,,,,,,1.301E-12,2.305E-05,7.118E-06,3.722E-07,2.197E-05,-0.364,-0.373,-62.025,-13.8462,
,,,,,,,1.993E-12,2.367E-05,7.376E-06,5.342E-07,2.244E-05,-0.35,-0.363,-61.868,-20,
,,,,,,,2.577E-12,2.244E-05,6.673E-06,6.222E-07,2.119E-05,-0.345,-0.357,-62.084,-18.4615,
,,,,,,,1.835E-12,2.505E-05,7.698E-06,4.942E-07,2.369E-05,-0.353,-0.365,-62.016,-18.4615,
,,,,,,,4.109E-12,2.674E-05,7.581E-06,8.213E-07,2.486E-05,-0.335,-0.347,-62.514,-18.4615,
,,,,,,,3.399E-12,2.457E-05,7.597E-06,6.955E-07,2.32E-05,-0.341,-0.354,-62.515,-20,
,,,,,,,2.484E-12,2.679E-05,8.032E-06,6.122E-07,2.518E-05,-0.345,-0.357,-62.218,-18.4615,
,,,,,,,1.964E-12,2.598E-05,7.725E-06,5.234E-07,2.439E-05,-0.351,-0.363,-62.061,-18.4615,
,,,,,,,2.728E-12,2.607E-05,7.204E-06,6.364E-07,2.447E-05,-0.344,-0.357,-62.315,-20,
,,,,,,,3.073E-12,2.585E-05,7.343E-06,7.195E-07,2.427E-05,-0.34,-0.352,-62.085,-18.4615,
,,,,,,,3.966E-12,2.536E-05,7.427E-06,7.53E-07,2.386E-05,-0.338,-0.35,-62.684,-18.4615,
,,,,,,,1.373E-12,2.293E-05,6.976E-06,4.119E-07,2.187E-05,-0.36,-0.37,-61.741,-15.3846,
,,,,,,,4.116E-12,2.727E-05,7.902E-06,7.818E-07,2.556E-05,-0.336,-0.348,-62.848,-18.4615,
,,,,,,,4.291E-12,2.518E-05,7.15E-06,8.202E-07,2.369E-05,-0.334,-0.347,-62.421,-20,
,,,,,,,4.369E-12,2.64E-05,7.881E-06,8.491E-07,2.483E-05,-0.333,-0.347,-62.565,-21.5385,
,,,,,,,2.061E-12,2.413E-05,6.98E-06,5.62E-07,2.269E-05,-0.348,-0.362,-61.76,-21.5385,
,,,,,,,1.268E-12,2.072E-05,6.383E-06,3.714E-07,1.974E-05,-0.364,-0.374,-61.785,-15.3846,
,,,,,,,1.167E-12,2.018E-05,6.015E-06,3.454E-07,1.896E-05,-0.366,-0.378,-61.851,-18.4615,
,,,,,,,2.501E-12,2.462E-05,7.148E-06,6.163E-07,2.31E-05,-0.345,-0.357,-62.038,-18.4615,
,,,,,,,2.378E-12,2.419E-05,7.111E-06,5.945E-07,2.263E-05,-0.346,-0.361,-62.007,-23.0769,
,,,,,,,3.056E-12,2.534E-05,7.408E-06,6.796E-07,2.387E-05,-0.342,-0.354,-62.282,-18.4615,
,,,,,,,2.814E-12,2.36E-05,6.953E-06,6.409E-07,2.233E-05,-0.344,-0.355,-62.214,-16.9231,
,,,,,,,1.791E-12,2.101E-05,6.342E-06,4.805E-07,1.989E-05,-0.354,-0.366,-61.717,-18.4615,
,,,,,,,1.598E-12,2.052E-05,6.118E-06,4.286E-07,1.949E-05,-0.359,-0.371,-62.079,-18.4615,
,,,,,,,2.067E-12,2.516E-05,6.946E-06,5.408E-07,2.351E-05,-0.35,-0.362,-61.951,-18.4615,
,,,,,,,2.982E-12,2.582E-05,7.66E-06,6.796E-07,2.417E-05,-0.342,-0.354,-62.309,-18.4615,
,,,,,,,2.538E-12,2.397E-05,7.155E-06,5.991E-07,2.256E-05,-0.346,-0.358,-62.148,-18.4615,
,,,,,,,2.089E-12,2.422E-05,7.48E-06,5.42E-07,2.288E-05,-0.35,-0.363,-61.874,-20,
,,,,,,,3.731E-12,2.335E-05,6.262E-06,7.74E-07,2.176E-05,-0.337,-0.349,-62.358,-18.4615,
,,,,,,,2.45E-12,2.382E-05,6.576E-06,6.215E-07,2.233E-05,-0.345,-0.358,-61.924,-20,
,,,,,,,2.889E-12,2.169E-05,6.901E-06,6.301E-07,2.084E-05,-0.344,-0.356,-62.321,-18.4615,
,,,,,,,6.418E-12,2.643E-05,7.75E-06,9.736E-07,2.469E-05,-0.327,-0.342,-63.29,-23.0769,
,,,,,,,8.883E-13,2.083E-05,6.575E-06,3.075E-07,1.989E-05,-0.37,-0.38,-61.383,-15.3846,
,,,,,,,3.978E-12,2.508E-05,7.515E-06,7.732E-07,2.357E-05,-0.337,-0.349,-62.679,-18.4615,
41,N,7,0.186,11.937,55.129,0.138,2.624E-12,4.357E-05,1.676E-05,7.924E-07,4.226E-05,0.337,0.346,61.792,13.8462,2.786629886
,,,,,,,2.061E-12,4.3E-05,1.693E-05,6.797E-07,4.182E-05,0.343,0.35,61.557,10.7692,
,,,,,,,2.259E-12,4.274E-05,1.663E-05,7.189E-07,4.154E-05,0.341,0.349,61.648,12.3077,
,,,,,,,2.234E-12,4.3E-05,1.68E-05,6.963E-07,4.178E-05,0.342,0.349,61.728,10.7692,
,,,,,,,2.179E-12,4.247E-05,1.626E-05,7.052E-07,4.125E-05,0.341,0.349,61.617,12.3077,
,,,,,,,2.331E-12,4.366E-05,1.71E-05,7.372E-07,4.239E-05,0.34,0.348,61.669,12.3077,
,,,,,,,2.19E-12,4.257E-05,1.645E-05,7.039E-07,4.136E-05,0.341,0.349,61.597,12.3077,
,,,,,,,1.881E-12,4.38E-05,1.688E-05,6.531E-07,4.254E-05,0.344,0.352,61.447,12.3077,
,,,,,,,2.098E-12,4.299E-05,1.673E-05,6.868E-07,4.18E-05,0.342,0.35,61.569,12.3077,
,,,,,,,2.697E-12,4.267E-05,1.634E-05,7.923E-07,4.137E-05,0.337,0.345,61.819,12.3077,
,,,,,,,1.774E-12,4.154E-05,1.601E-05,6.159E-07,4.044E-05,0.346,0.353,61.418,10.7692,
,,,,,,,1.978E-12,4.25E-05,1.655E-05,6.613E-07,4.13E-05,0.343,0.351,61.552,12.3077,
,,,,,,,2.442E-12,4.319E-05,1.654E-05,7.599E-07,4.188E-05,0.339,0.347,61.717,12.3077,
,,,,,,,2.519E-12,4.267E-05,1.689E-05,7.638E-07,4.149E-05,0.339,0.347,61.773,12.3077,
,,,,,,,2.247E-12,4.25E-05,1.64E-05,7.215E-07,4.125E-05,0.341,0.349,61.595,12.3077,
,,,,,,,1.687E-12,4.27E-05,1.623E-05,6.015E-07,4.138E-05,0.346,0.354,61.393,12.3077,
,,,,,,,1.545E-12,4.066E-05,1.596E-05,5.473E-07,3.97E-05,0.349,0.356,61.382,10.7692,
,,,,,,,1.964E-12,4.364E-05,1.724E-05,6.573E-07,4.239E-05,0.344,0.351,61.579,10.7692,
,,,,,,,2.006E-12,4.173E-05,1.637E-05,6.594E-07,4.062E-05,0.343,0.351,61.583,12.3077,
,,,,,,,2.021E-12,4.193E-05,1.64E-05,6.651E-07,4.077E-05,0.343,0.35,61.569,10.7692,
,,,,,,,1.679E-12,4.125E-05,1.6E-05,5.908E-07,4.02E-05,0.347,0.354,61.417,10.7692,
,,,,,,,2.403E-12,4.282E-05,1.665E-05,7.447E-07,4.162E-05,0.34,0.348,61.745,12.3077,
,,,,,,,2.25E-12,4.229E-05,1.628E-05,7.058E-07,4.108E-05,0.341,0.348,61.679,10.7692,
,,,,,,,2.076E-12,4.31E-05,1.634E-05,6.825E-07,4.174E-05,0.342,0.35,61.6,12.3077,
,,,,,,,2.24E-12,4.294E-05,1.698E-05,7.128E-07,4.177E-05,0.341,0.349,61.671,12.3077,
,,,,,,,2.017E-12,4.276E-05,1.679E-05,6.604E-07,4.155E-05,0.343,0.351,61.596,12.3077,
,,,,,,,2.312E-12,4.205E-05,1.671E-05,7.116E-07,4.094E-05,0.341,0.348,61.773,10.7692,
,,,,,,,2.4E-12,4.355E-05,1.678E-05,7.537E-07,4.228E-05,0.339,0.347,61.695,12.3077,
,,,,,,,2.267E-12,4.297E-05,1.684E-05,7.275E-07,4.173E-05,0.34,0.349,61.627,13.8462,
,,,,,,,1.961E-12,4.317E-05,1.686E-05,6.493E-07,4.197E-05,0.344,0.351,61.575,10.7692,
,,,,,,,2.116E-12,4.331E-05,1.65E-05,6.891E-07,4.194E-05,0.342,0.349,61.585,10.7692,
,,,,,,,2.187E-12,4.304E-05,1.695E-05,6.948E-07,4.184E-05,0.342,0.349,61.68,10.7692,
,,,,,,,1.577E-12,4.152E-05,1.615E-05,5.629E-07,4.047E-05,0.348,0.355,61.407,10.7692,
,,,,,,,1.888E-12,4.219E-05,1.624E-05,6.428E-07,4.1E-05,0.344,0.352,61.514,12.3077,
,,,,,,,2.266E-12,4.296E-05,1.703E-05,7.177E-07,4.174E-05,0.341,0.349,61.657,12.3077,
,,,,,,,1.771E-12,4.265E-05,1.637E-05,6.241E-07,4.138E-05,0.345,0.353,61.408,12.3077,
,,,,,,,2.036E-12,4.278E-05,1.701E-05,6.586E-07,4.164E-05,0.344,0.351,61.628,10.7692,
,,,,,,,2.517E-12,4.381E-05,1.706E-05,7.79E-07,4.248E-05,0.338,0.347,61.726,13.8462,
,,,,,,,2.171E-12,4.38E-05,1.72E-05,7.019E-07,4.254E-05,0.342,0.349,61.655,10.7692,
,,,,,,,2.009E-12,4.23E-05,1.658E-05,6.784E-07,4.104E-05,0.343,0.351,61.529,12.3077,
,,,,,,,1.859E-12,4.168E-05,1.614E-05,6.359E-07,4.052E-05,0.345,0.352,61.476,10.7692,
,,,,,,,1.753E-12,4.31E-05,1.693E-05,5.965E-07,4.193E-05,0.347,0.353,61.566,9.2308,
,,,,,,,2.067E-12,4.183E-05,1.666E-05,6.67E-07,4.079E-05,0.343,0.35,61.645,10.7692,
,,,,,,,2.132E-12,4.355E-05,1.687E-05,7.016E-07,4.229E-05,0.342,0.35,61.6,12.3077,
,,,,,,,2.321E-12,4.231E-05,1.644E-05,7.324E-07,4.111E-05,0.34,0.348,61.637,12.3077,
,,,,,,,2.301E-12,4.237E-05,1.658E-05,7.21E-07,4.122E-05,0.341,0.348,61.709,10.7692,
,,,,,,,2.178E-12,4.168E-05,1.603E-05,6.997E-07,4.055E-05,0.342,0.349,61.595,10.7692,
,,,,,,,2.278E-12,4.129E-05,1.603E-05,7.175E-07,4.015E-05,0.341,0.348,61.639,10.7692,
,,,,,,,2.244E-12,4.345E-05,1.667E-05,7.18E-07,4.209E-05,0.341,0.349,61.664,12.3077,
,,,,,,,3.1E-12,4.196E-05,1.672E-05,8.532E-07,4.077E-05,0.335,0.343,61.991,12.3077,
42,P,7,0.224,68.063,92.845,0.939,3.228E-12,2.591E-05,7.551E-06,7.197E-07,2.441E-05,-0.34,-0.351,-62.281,-16.9231,3.379469829
,,,,,,,2.927E-12,2.617E-05,7.633E-06,6.727E-07,2.467E-05,-0.342,-0.354,-62.219,-18.4615,
,,,,,,,2.404E-12,2.456E-05,7.29E-06,6.116E-07,2.333E-05,-0.345,-0.357,-61.952,-18.4615,
,,,,,,,2.801E-12,2.69E-05,7.817E-06,6.796E-07,2.534E-05,-0.342,-0.353,-62.076,-16.9231,
,,,,,,,3.169E-12,2.615E-05,7.654E-06,7.145E-07,2.465E-05,-0.34,-0.351,-62.239,-16.9231,
,,,,,,,2.546E-12,2.587E-05,7.161E-06,6.497E-07,2.427E-05,-0.343,-0.355,-61.937,-18.4615,
,,,,,,,2.884E-12,2.697E-05,7.797E-06,6.897E-07,2.539E-05,-0.341,-0.353,-62.138,-18.4615,
,,,,,,,3.669E-12,2.674E-05,7.6E-06,7.747E-07,2.509E-05,-0.337,-0.349,-62.384,-18.4615,
,,,,,,,3.334E-12,2.631E-05,7.84E-06,7.381E-07,2.484E-05,-0.339,-0.35,-62.341,-16.9231,
,,,,,,,2.473E-12,2.616E-05,7.559E-06,6.221E-07,2.468E-05,-0.345,-0.356,-62.04,-16.9231,
,,,,,,,2.594E-12,2.563E-05,7.284E-06,6.37E-07,2.417E-05,-0.344,-0.355,-62.057,-16.9231,
,,,,,,,2.193E-12,2.546E-05,7.242E-06,5.786E-07,2.4E-05,-0.347,-0.359,-61.915,-18.4615,
,,,,,,,2.449E-12,2.474E-05,7.104E-06,6.142E-07,2.338E-05,-0.345,-0.357,-62.037,-18.4615,
,,,,,,,1.996E-12,2.458E-05,7.165E-06,5.266E-07,2.336E-05,-0.351,-0.361,-61.975,-15.3846,
,,,,,,,1.995E-12,2.513E-05,7.162E-06,5.467E-07,2.37E-05,-0.349,-0.361,-61.825,-18.4615,
,,,,,,,3.263E-12,2.608E-05,7.65E-06,7.275E-07,2.459E-05,-0.339,-0.35,-62.279,-16.9231,
,,,,,,,2.453E-12,2.548E-05,7.326E-06,6.117E-07,2.405E-05,-0.345,-0.357,-62.072,-18.4615,
,,,,,,,2.395E-12,2.693E-05,7.286E-06,6.302E-07,2.507E-05,-0.345,-0.357,-61.895,-18.4615,
,,,,,,,3.137E-12,2.585E-05,7.552E-06,7.119E-07,2.439E-05,-0.34,-0.351,-62.22,-16.9231,
,,,,,,,3.471E-12,2.572E-05,7.458E-06,7.651E-07,2.425E-05,-0.337,-0.349,-62.243,-18.4615,
,,,,,,,3.18E-12,2.571E-05,7.635E-06,7.147E-07,2.43E-05,-0.34,-0.351,-62.236,-16.9231,
,,,,,,,3.798E-12,2.723E-05,7.651E-06,8.075E-07,2.551E-05,-0.335,-0.348,-62.366,-20,
,,,,,,,2.733E-12,2.678E-05,7.488E-06,6.631E-07,2.51E-05,-0.343,-0.354,-62.123,-16.9231,
,,,,,,,2.605E-12,2.605E-05,7.355E-06,6.391E-07,2.451E-05,-0.344,-0.355,-62.074,-16.9231,
,,,,,,,2.904E-12,2.641E-05,7.551E-06,6.925E-07,2.489E-05,-0.341,-0.353,-62.096,-18.4615,
,,,,,,,2.572E-12,2.585E-05,7.404E-06,6.333E-07,2.433E-05,-0.344,-0.356,-62.058,-18.4615,
,,,,,,,2.519E-12,2.564E-05,7.325E-06,6.316E-07,2.415E-05,-0.344,-0.356,-62.011,-18.4615,
,,,,,,,2.455E-12,2.501E-05,7.346E-06,6.092E-07,2.371E-05,-0.346,-0.357,-62.042,-16.9231,
,,,,,,,2.456E-12,2.685E-05,7.676E-06,6.348E-07,2.528E-05,-0.344,-0.356,-61.937,-18.4615,
,,,,,,,2.514E-12,2.659E-05,7.582E-06,6.382E-07,2.5E-05,-0.344,-0.356,-61.949,-18.4615,
