num,PNMOS,Wfin [nm],amp.,corr.x,corr.y,alpha,Ioff,IDSAT,IDLIN,IDLO,IDHI,VTSAT,VTLIN,SS,DIBL(mV),sigma(VTSAT)[mV]
,,,,,,,2.1E-12,3.88E-05,1.5E-05,6.62E-07,3.79E-05,0.343,0.35,61.684,10.7692,
,,,,,,,2.1E-12,4.46E-05,1.79E-05,6.66E-07,4.32E-05,0.343,0.351,61.844,12.3077,
,,,,,,,1.45E-12,3.97E-05,1.54E-05,5.36E-07,3.84E-05,0.35,0.358,61.295,12.3077,
,,,,,,,1.38E-12,3.7E-05,1.49E-05,5.18E-07,3.61E-05,0.351,0.359,61.139,12.3077,
,,,,,,,1.31E-12,3.8E-05,1.43E-05,4.94E-07,3.67E-05,0.353,0.362,61.331,13.8462,
,,,,,,,2.55E-12,4.03E-05,1.57E-05,7.26E-07,3.88E-05,0.34,0.349,62.043,13.8462,
,,,,,,,9.08E-13,3.73E-05,1.53E-05,3.6E-07,3.67E-05,0.363,0.368,61.189,7.6923,
,,,,,,,2.31E-12,3.95E-05,1.55E-05,7.13E-07,3.85E-05,0.341,0.349,61.74,12.3077,
,,,,,,,1.48E-12,3.85E-05,1.55E-05,5.21E-07,3.77E-05,0.351,0.359,61.408,12.3077,
,,,,,,,1.11E-12,4.16E-05,1.58E-05,4.29E-07,4.04E-05,0.357,0.363,61.291,9.2308,
,,,,,,,1.69E-12,3.93E-05,1.54E-05,5.8E-07,3.84E-05,0.348,0.354,61.473,9.2308,
,,,,,,,2.28E-12,4.01E-05,1.55E-05,6.84E-07,3.9E-05,0.342,0.349,61.782,10.7692,
,,,,,,,1.95E-12,4.3E-05,1.68E-05,6.45E-07,4.17E-05,0.344,0.351,61.559,10.7692,
,,,,,,,9.82E-13,3.86E-05,1.56E-05,3.86E-07,3.78E-05,0.361,0.366,61.188,7.6923,
,,,,,,,2.01E-12,3.98E-05,1.51E-05,6.42E-07,3.85E-05,0.344,0.353,61.717,13.8462,
,,,,,,,1.73E-12,4.08E-05,1.6E-05,5.91E-07,3.93E-05,0.347,0.356,61.461,13.8462,
,,,,,,,2.87E-12,4.33E-05,1.71E-05,8.23E-07,4.21E-05,0.336,0.345,61.917,13.8462,
,,,,,,,1.5E-12,3.68E-05,1.55E-05,5.11E-07,3.61E-05,0.352,0.357,61.465,7.6923,
,,,,,,,1.81E-12,3.99E-05,1.56E-05,6.18E-07,3.89E-05,0.346,0.353,61.485,10.7692,
,,,,,,,1.43E-12,3.93E-05,1.6E-05,5.04E-07,3.85E-05,0.352,0.359,61.437,10.7692,
,,,,,,,1.19E-12,3.72E-05,1.48E-05,4.73E-07,3.62E-05,0.354,0.362,61.081,12.3077,
,,,,,,,2.5E-12,3.93E-05,1.61E-05,6.96E-07,3.81E-05,0.342,0.35,62.116,12.3077,
,,,,,,,1.65E-12,4.27E-05,1.67E-05,5.84E-07,4.13E-05,0.347,0.356,61.432,13.8462,
,,,,,,,3.79E-12,4.37E-05,1.8E-05,9.27E-07,4.24E-05,0.332,0.342,62.385,15.3846,
,,,,,,,1.39E-12,4.19E-05,1.68E-05,5.21E-07,4.04E-05,0.351,0.359,61.304,12.3077,
,,,,,,,2.21E-12,4.23E-05,1.62E-05,7.17E-07,4.07E-05,0.341,0.35,61.584,13.8462,
,,,,,,,2.01E-12,3.64E-05,1.51E-05,6.57E-07,3.57E-05,0.344,0.352,61.506,12.3077,
,,,,,,,1.81E-12,4.01E-05,1.6E-05,6.19E-07,3.89E-05,0.345,0.355,61.405,15.3846,
,,,,,,,1.63E-12,4.17E-05,1.68E-05,5.73E-07,4.06E-05,0.348,0.357,61.44,13.8462,
,,,,,,,3.43E-12,4.27E-05,1.69E-05,8.53E-07,4.13E-05,0.335,0.343,62.347,12.3077,
,,,,,,,2.21E-12,4.11E-05,1.63E-05,6.79E-07,3.99E-05,0.342,0.35,61.766,12.3077,
108,P,7,0.102,13.461,36.871,1.608,,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
109,N,7,0.328,16.702,100.167,0.445,3.47E-12,4.36E-05,1.76E-05,8.93E-07,4.23E-05,0.333,0.342,62.258,13.8462,5.462637473
,,,,,,,1.42E-12,4.2E-05,1.6E-05,5.32E-07,4.06E-05,0.35,0.358,61.281,12.3077,
,,,,,,,3E-12,4.24E-05,1.71E-05,8.17E-07,4.12E-05,0.336,0.344,62.079,12.3077,
,,,,,,,2.88E-12,4.4E-05,1.69E-05,8.43E-07,4.26E-05,0.335,0.345,61.829,15.3846,
,,,,,,,1.46E-12,3.94E-05,1.59E-05,5.2E-07,3.85E-05,0.351,0.357,61.361,9.2308,
,,,,,,,1.76E-12,4.09E-05,1.62E-05,6.04E-07,3.98E-05,0.346,0.354,61.451,12.3077,
,,,,,,,1.54E-12,4.3E-05,1.64E-05,5.69E-07,4.14E-05,0.348,0.357,61.289,13.8462,
,,,,,,,1.57E-12,3.89E-05,1.55E-05,5.42E-07,3.8E-05,0.35,0.356,61.519,9.2308,
,,,,,,,1.86E-12,4.12E-05,1.61E-05,6.22E-07,4.01E-05,0.345,0.352,61.516,10.7692,
,,,,,,,2.61E-12,4.31E-05,1.67E-05,7.88E-07,4.18E-05,0.338,0.347,61.807,13.8462,
,,,,,,,2.52E-12,4.18E-05,1.67E-05,7.7E-07,4.07E-05,0.338,0.347,61.756,13.8462,
,,,,,,,3.53E-12,4.16E-05,1.66E-05,9.13E-07,4.04E-05,0.332,0.342,62.212,15.3846,
,,,,,,,1.65E-12,4.24E-05,1.63E-05,5.83E-07,4.11E-05,0.347,0.355,61.436,12.3077,
,,,,,,,1.79E-12,4.12E-05,1.59E-05,6.18E-07,4E-05,0.346,0.353,61.465,10.7692,
,,,,,,,3.07E-12,4.24E-05,1.7E-05,8.57E-07,4.12E-05,0.335,0.344,61.972,13.8462,
,,,,,,,2.08E-12,4.07E-05,1.59E-05,6.76E-07,3.95E-05,0.343,0.35,61.584,10.7692,
,,,,,,,2.17E-12,4.18E-05,1.62E-05,6.7E-07,4.07E-05,0.343,0.35,61.718,10.7692,
,,,,,,,2.26E-12,4.35E-05,1.66E-05,6.97E-07,4.22E-05,0.342,0.349,61.818,10.7692,
,,,,,,,2.12E-12,4.22E-05,1.63E-05,6.85E-07,4.09E-05,0.342,0.349,61.644,10.7692,
,,,,,,,2E-12,4.25E-05,1.64E-05,6.69E-07,4.12E-05,0.343,0.351,61.596,12.3077,
,,,,,,,1.19E-12,4.15E-05,1.59E-05,4.73E-07,4.02E-05,0.354,0.362,61.142,12.3077,
,,,,,,,2.87E-12,4.34E-05,1.7E-05,8.42E-07,4.21E-05,0.335,0.346,61.878,16.9231,
,,,,,,,2.18E-12,4.2E-05,1.61E-05,6.82E-07,4.09E-05,0.342,0.349,61.687,10.7692,
,,,,,,,1.93E-12,4.27E-05,1.67E-05,6.49E-07,4.15E-05,0.344,0.351,61.513,10.7692,
,,,,,,,1.85E-12,4.27E-05,1.62E-05,6.4E-07,4.14E-05,0.344,0.353,61.453,13.8462,
,,,,,,,2.75E-12,4.28E-05,1.74E-05,7.96E-07,4.17E-05,0.337,0.345,61.893,12.3077,
,,,,,,,1.98E-12,4.37E-05,1.68E-05,6.63E-07,4.21E-05,0.343,0.352,61.567,13.8462,
,,,,,,,2.04E-12,4.38E-05,1.71E-05,6.58E-07,4.25E-05,0.344,0.351,61.665,10.7692,
,,,,,,,2.41E-12,3.92E-05,1.58E-05,7.16E-07,3.83E-05,0.341,0.348,61.768,10.7692,
,,,,,,,1.61E-12,3.95E-05,1.6E-05,5.65E-07,3.87E-05,0.348,0.355,61.418,10.7692,
,,,,,,,1.64E-12,3.87E-05,1.5E-05,5.64E-07,3.76E-05,0.348,0.356,61.474,12.3077,
,,,,,,,2.59E-12,4.32E-05,1.68E-05,7.71E-07,4.19E-05,0.338,0.346,61.89,12.3077,
,,,,,,,1.99E-12,4.09E-05,1.6E-05,6.63E-07,3.98E-05,0.343,0.351,61.529,12.3077,
,,,,,,,2.6E-12,4.27E-05,1.59E-05,7.94E-07,4.13E-05,0.337,0.346,61.699,13.8462,
,,,,,,,2.47E-12,4.22E-05,1.7E-05,7.35E-07,4.11E-05,0.34,0.348,61.838,12.3077,
,,,,,,,1.9E-12,4.21E-05,1.69E-05,6.17E-07,4.11E-05,0.346,0.352,61.617,9.2308,
,,,,,,,3.1E-12,4.38E-05,1.74E-05,8.65E-07,4.25E-05,0.334,0.344,62.047,15.3846,
,,,,,,,1.87E-12,4.24E-05,1.63E-05,6.39E-07,4.11E-05,0.345,0.353,61.456,12.3077,
,,,,,,,1.55E-12,4.04E-05,1.61E-05,5.38E-07,3.95E-05,0.35,0.356,61.451,9.2308,
,,,,,,,2.81E-12,4.41E-05,1.77E-05,8.14E-07,4.27E-05,0.337,0.346,61.926,13.8462,
,,,,,,,2.62E-12,4.17E-05,1.67E-05,7.94E-07,4.06E-05,0.337,0.347,61.756,15.3846,
,,,,,,,2.75E-12,4.3E-05,1.69E-05,8.13E-07,4.17E-05,0.337,0.345,61.836,12.3077,
,,,,,,,1.79E-12,4.23E-05,1.69E-05,6.07E-07,4.1E-05,0.346,0.354,61.537,12.3077,
,,,,,,,2.04E-12,4.11E-05,1.58E-05,6.6E-07,3.99E-05,0.343,0.351,61.606,12.3077,
,,,,,,,1.55E-12,4.14E-05,1.61E-05,5.6E-07,4.02E-05,0.349,0.356,61.416,10.7692,
,,,,,,,1.75E-12,4E-05,1.62E-05,5.97E-07,3.91E-05,0.347,0.354,61.417,10.7692,
,,,,,,,2.16E-12,4.38E-05,1.7E-05,7.01E-07,4.25E-05,0.342,0.35,61.679,12.3077,
,,,,,,,1.22E-12,4.07E-05,1.55E-05,4.69E-07,3.94E-05,0.354,0.362,61.201,12.3077,
,,,,,,,2.31E-12,4.26E-05,1.71E-05,7.13E-07,4.15E-05,0.341,0.349,61.746,12.3077,
,,,,,,,2.36E-12,4.23E-05,1.66E-05,7.27E-07,4.12E-05,0.34,0.348,61.73,12.3077,
110,P,7,0.665,94.508,28.4,1.731,,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
111,N,7,0.177,40.671,142.722,0.04,2.4E-12,4.34E-05,1.71E-05,7.48E-07,4.21E-05,0.339,0.348,61.724,13.8462,2.541171191
,,,,,,,1.82E-12,4.23E-05,1.61E-05,6.32E-07,4.09E-05,0.345,0.353,61.446,12.3077,
,,,,,,,2.18E-12,4.23E-05,1.61E-05,7.16E-07,4.11E-05,0.341,0.349,61.548,12.3077,
,,,,,,,2.12E-12,4.26E-05,1.65E-05,6.88E-07,4.14E-05,0.342,0.349,61.599,10.7692,
,,,,,,,2.06E-12,4.26E-05,1.64E-05,6.84E-07,4.14E-05,0.342,0.35,61.552,12.3077,
,,,,,,,2.08E-12,4.26E-05,1.65E-05,6.81E-07,4.14E-05,0.342,0.35,61.578,12.3077,
,,,,,,,1.88E-12,4.21E-05,1.63E-05,6.35E-07,4.1E-05,0.345,0.352,61.526,10.7692,
,,,,,,,2.18E-12,4.31E-05,1.67E-05,7.08E-07,4.19E-05,0.341,0.349,61.619,12.3077,
,,,,,,,2.34E-12,4.25E-05,1.65E-05,7.38E-07,4.13E-05,0.34,0.348,61.667,12.3077,
,,,,,,,2.48E-12,4.33E-05,1.69E-05,7.56E-07,4.2E-05,0.339,0.347,61.762,12.3077,
,,,,,,,2E-12,4.22E-05,1.62E-05,6.67E-07,4.1E-05,0.343,0.35,61.534,10.7692,
,,,,,,,2.45E-12,4.27E-05,1.65E-05,7.62E-07,4.14E-05,0.339,0.347,61.677,12.3077,
,,,,,,,1.8E-12,4.27E-05,1.61E-05,6.31E-07,4.14E-05,0.345,0.352,61.392,10.7692,
,,,,,,,2.17E-12,4.29E-05,1.65E-05,7.08E-07,4.17E-05,0.341,0.349,61.615,12.3077,
,,,,,,,2.07E-12,4.3E-05,1.63E-05,6.81E-07,4.17E-05,0.342,0.35,61.527,12.3077,
,,,,,,,2.24E-12,4.21E-05,1.66E-05,7.1E-07,4.1E-05,0.341,0.348,61.656,10.7692,
,,,,,,,2.97E-12,4.36E-05,1.71E-05,8.4E-07,4.23E-05,0.335,0.344,61.955,13.8462,
,,,,,,,2.07E-12,4.26E-05,1.68E-05,6.88E-07,4.15E-05,0.342,0.35,61.544,12.3077,
,,,,,,,2.41E-12,4.38E-05,1.69E-05,7.55E-07,4.25E-05,0.339,0.347,61.683,12.3077,
,,,,,,,1.75E-12,4.18E-05,1.61E-05,6.06E-07,4.07E-05,0.346,0.353,61.45,10.7692,
,,,,,,,2.79E-12,4.35E-05,1.72E-05,8.15E-07,4.22E-05,0.337,0.345,61.883,12.3077,
,,,,,,,2.56E-12,4.31E-05,1.67E-05,7.78E-07,4.18E-05,0.338,0.346,61.763,12.3077,
,,,,,,,2.11E-12,4.32E-05,1.69E-05,6.94E-07,4.2E-05,0.342,0.35,61.584,12.3077,
,,,,,,,2.01E-12,4.27E-05,1.63E-05,6.7E-07,4.15E-05,0.343,0.35,61.537,10.7692,
,,,,,,,2.04E-12,4.29E-05,1.66E-05,6.79E-07,4.16E-05,0.343,0.35,61.531,10.7692,
,,,,,,,1.92E-12,4.3E-05,1.64E-05,6.54E-07,4.17E-05,0.344,0.351,61.477,10.7692,
,,,,,,,2.32E-12,4.3E-05,1.66E-05,7.33E-07,4.18E-05,0.34,0.348,61.662,12.3077,
,,,,,,,1.98E-12,4.29E-05,1.66E-05,6.59E-07,4.17E-05,0.344,0.351,61.606,10.7692,
,,,,,,,2.32E-12,4.36E-05,1.67E-05,7.22E-07,4.23E-05,0.341,0.348,61.747,10.7692,
,,,,,,,1.72E-12,4.12E-05,1.57E-05,6.03E-07,4E-05,0.346,0.354,61.405,12.3077,
,,,,,,,2.27E-12,4.27E-05,1.68E-05,7.18E-07,4.15E-05,0.341,0.348,61.688,10.7692,
,,,,,,,2.38E-12,4.27E-05,1.65E-05,7.45E-07,4.15E-05,0.34,0.347,61.687,10.7692,
,,,,,,,2.27E-12,4.34E-05,1.67E-05,7.21E-07,4.21E-05,0.341,0.348,61.654,10.7692,
,,,,,,,2.09E-12,4.28E-05,1.63E-05,6.9E-07,4.16E-05,0.342,0.35,61.56,12.3077,
,,,,,,,2.46E-12,4.33E-05,1.72E-05,7.63E-07,4.21E-05,0.339,0.347,61.713,12.3077,
,,,,,,,2.17E-12,4.26E-05,1.61E-05,7.04E-07,4.13E-05,0.341,0.349,61.624,12.3077,
,,,,,,,2.56E-12,4.31E-05,1.66E-05,7.72E-07,4.18E-05,0.338,0.346,61.785,12.3077,
,,,,,,,1.66E-12,4.13E-05,1.58E-05,5.86E-07,4.02E-05,0.347,0.354,61.395,10.7692,
,,,,,,,2.04E-12,4.24E-05,1.63E-05,6.82E-07,4.12E-05,0.342,0.35,61.534,12.3077,
,,,,,,,1.89E-12,4.27E-05,1.66E-05,6.48E-07,4.15E-05,0.344,0.352,61.469,12.3077,
,,,,,,,1.85E-12,4.18E-05,1.59E-05,6.43E-07,4.06E-05,0.344,0.352,61.442,12.3077,
,,,,,,,2.05E-12,4.26E-05,1.65E-05,6.8E-07,4.14E-05,0.343,0.35,61.544,10.7692,
,,,,,,,2.59E-12,4.32E-05,1.7E-05,7.89E-07,4.19E-05,0.338,0.346,61.762,12.3077,
,,,,,,,2.19E-12,4.32E-05,1.65E-05,7.16E-07,4.19E-05,0.341,0.349,61.595,12.3077,
,,,,,,,2.33E-12,4.21E-05,1.63E-05,7.29E-07,4.09E-05,0.34,0.348,61.681,12.3077,
,,,,,,,2.03E-12,4.3E-05,1.65E-05,6.69E-07,4.18E-05,0.343,0.35,61.581,10.7692,
,,,,,,,2.31E-12,4.39E-05,1.7E-05,7.28E-07,4.26E-05,0.34,0.348,61.717,12.3077,
,,,,,,,1.94E-12,4.27E-05,1.63E-05,6.53E-07,4.15E-05,0.344,0.351,61.514,10.7692,
,,,,,,,2.16E-12,4.32E-05,1.65E-05,7.11E-07,4.19E-05,0.341,0.349,61.572,12.3077,
,,,,,,,2.79E-12,4.31E-05,1.69E-05,8.09E-07,4.18E-05,0.337,0.345,61.88,12.3077,
112,P,7,0.584,23.575,181.387,0.689,,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
113,N,7,0.509,55.378,199.253,0.395,2.27E-12,4.28E-05,1.71E-05,7.05E-07,4.16E-05,0.341,0.348,61.748,10.7692,8.447581468
,,,,,,,1.26E-12,4.27E-05,1.57E-05,4.95E-07,4.06E-05,0.353,0.36,61.174,10.7692,
,,,,,,,2.1E-12,4.06E-05,1.6E-05,6.68E-07,3.95E-05,0.343,0.351,61.699,12.3077,
,,,,,,,1.14E-12,3.97E-05,1.59E-05,4.4E-07,3.88E-05,0.357,0.364,61.168,10.7692,
,,,,,,,2.08E-12,4.02E-05,1.58E-05,6.46E-07,3.91E-05,0.344,0.352,61.702,12.3077,
,,,,,,,2.9E-12,4.11E-05,1.61E-05,8.06E-07,4E-05,0.337,0.345,61.981,12.3077,
,,,,,,,1.81E-12,3.92E-05,1.61E-05,5.84E-07,3.84E-05,0.347,0.353,61.557,9.2308,
,,,,,,,2.13E-12,4.17E-05,1.64E-05,6.67E-07,4.05E-05,0.343,0.35,61.704,10.7692,
,,,,,,,2.81E-12,4.3E-05,1.74E-05,7.95E-07,4.18E-05,0.337,0.345,62.02,12.3077,
,,,,,,,1.24E-12,4.27E-05,1.63E-05,4.83E-07,4.14E-05,0.353,0.361,61.282,12.3077,
,,,,,,,9.51E-13,3.24E-05,1.35E-05,3.86E-07,3.18E-05,0.361,0.368,61.079,10.7692,
,,,,,,,1.81E-12,4.13E-05,1.62E-05,5.93E-07,4.01E-05,0.347,0.355,61.613,12.3077,
,,,,,,,2.77E-12,4.33E-05,1.66E-05,8.01E-07,4.18E-05,0.337,0.345,61.865,12.3077,
,,,,,,,2.06E-12,4.4E-05,1.64E-05,6.91E-07,4.25E-05,0.342,0.351,61.565,13.8462,
,,,,,,,1.37E-12,3.88E-05,1.51E-05,4.92E-07,3.75E-05,0.353,0.36,61.4,10.7692,
,,,,,,,2.43E-12,4.41E-05,1.81E-05,7.27E-07,4.29E-05,0.34,0.35,61.918,15.3846,
,,,,,,,2.86E-12,4.27E-05,1.71E-05,7.89E-07,4.13E-05,0.337,0.347,62.107,15.3846,
,,,,,,,2.41E-12,4.18E-05,1.67E-05,7.57E-07,4.08E-05,0.339,0.347,61.623,12.3077,
,,,,,,,3.48E-12,4.2E-05,1.65E-05,9.09E-07,4.06E-05,0.333,0.342,62.139,13.8462,
,,,,,,,2.58E-12,4.13E-05,1.56E-05,7.15E-07,4E-05,0.341,0.348,62.059,10.7692,
,,,,,,,3.51E-12,4.4E-05,1.76E-05,9.23E-07,4.27E-05,0.332,0.342,62.137,15.3846,
,,,,,,,1.24E-12,3.98E-05,1.58E-05,4.86E-07,3.87E-05,0.353,0.36,61.131,10.7692,
,,,,,,,1.82E-12,4.1E-05,1.68E-05,5.86E-07,4.01E-05,0.347,0.354,61.633,10.7692,
,,,,,,,2.53E-12,4.39E-05,1.64E-05,7.59E-07,4.24E-05,0.339,0.347,61.841,12.3077,
,,,,,,,1.4E-12,4.06E-05,1.54E-05,5.22E-07,3.94E-05,0.351,0.36,61.311,13.8462,
,,,,,,,8.12E-13,3.91E-05,1.37E-05,3.46E-07,3.65E-05,0.364,0.371,61.001,10.7692,
,,,,,,,1.36E-12,3.75E-05,1.46E-05,4.93E-07,3.65E-05,0.353,0.36,61.401,10.7692,
,,,,,,,1.77E-12,4.23E-05,1.67E-05,5.84E-07,4.1E-05,0.347,0.353,61.698,9.2308,
,,,,,,,2.34E-12,4.3E-05,1.73E-05,7.05E-07,4.18E-05,0.341,0.349,61.865,12.3077,
,,,,,,,2.26E-12,4.32E-05,1.64E-05,7.2E-07,4.18E-05,0.341,0.35,61.688,13.8462,
,,,,,,,1.58E-12,4.08E-05,1.57E-05,5.77E-07,3.94E-05,0.348,0.357,61.252,13.8462,
,,,,,,,2.28E-12,4.12E-05,1.61E-05,6.72E-07,4.01E-05,0.343,0.349,61.919,9.2308,
,,,,,,,1.87E-12,4.02E-05,1.65E-05,6.22E-07,3.9E-05,0.345,0.353,61.504,12.3077,
,,,,,,,3.05E-12,4.33E-05,1.76E-05,8.44E-07,4.21E-05,0.335,0.345,62.082,15.3846,
,,,,,,,3.02E-12,4.31E-05,1.72E-05,8.3E-07,4.18E-05,0.336,0.344,62.065,12.3077,
,,,,,,,2.13E-12,4.32E-05,1.66E-05,6.79E-07,4.18E-05,0.343,0.35,61.658,10.7692,
,,,,,,,1.68E-12,3.91E-05,1.56E-05,5.78E-07,3.83E-05,0.348,0.354,61.426,9.2308,
,,,,,,,1.29E-12,4.13E-05,1.48E-05,4.76E-07,3.98E-05,0.354,0.361,61.357,10.7692,
,,,,,,,2.44E-12,4.18E-05,1.63E-05,7.33E-07,4.06E-05,0.34,0.348,61.77,12.3077,
,,,,,,,1.19E-12,3.71E-05,1.44E-05,4.69E-07,3.6E-05,0.354,0.363,61.159,13.8462,
,,,,,,,2.67E-12,4.05E-05,1.65E-05,7.6E-07,3.95E-05,0.339,0.346,61.934,10.7692,
,,,,,,,2.22E-12,4.01E-05,1.63E-05,6.63E-07,3.92E-05,0.343,0.349,61.776,9.2308,
,,,,,,,6.07E-13,3.71E-05,1.45E-05,2.59E-07,3.62E-05,0.372,0.377,61.056,7.6923,
,,,,,,,1.22E-12,4.15E-05,1.55E-05,4.91E-07,3.99E-05,0.353,0.362,61.111,13.8462,
,,,,,,,3.36E-12,4.23E-05,1.71E-05,8.75E-07,4.11E-05,0.334,0.343,62.163,13.8462,
,,,,,,,1.58E-12,4.02E-05,1.59E-05,5.53E-07,3.91E-05,0.349,0.356,61.416,10.7692,
,,,,,,,1.35E-12,3.99E-05,1.6E-05,4.99E-07,3.87E-05,0.352,0.36,61.354,12.3077,
,,,,,,,1.62E-12,4.11E-05,1.68E-05,5.82E-07,4.01E-05,0.347,0.357,61.359,15.3846,
,,,,,,,3.09E-12,4.2E-05,1.72E-05,8.51E-07,4.08E-05,0.335,0.344,62.032,13.8462,
,,,,,,,3.173E-12,4.276E-05,1.664E-05,8.423E-07,4.144E-05,0.335,0.344,62.136,13.8462,
114,P,7,0.145,54.541,78.189,0.776,,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,0,
